source,event_id,eventDivisionId,sex,round_name,round_order,heat_id,heat_order,total_winners_progressing,winners_progressing_to_round_order,total_losers_progressing,losers_progressing_to_round_order,Total_Round_Heats,Max_Heats,actual_heat_order,y_pos
Live Heats,187563,407963,Open AM,Semifinal,3,2124929,1,,,,,2,6,2,4.0
Live Heats,187563,407963,Open AM,Round 1,0,2124916,2,2.0,2.0,2.0,1.0,6,6,3,3.0
Live Heats,187563,407963,Open AM,Round 2,1,2124922,2,1.0,2.0,,,4,6,3,4.0
Live Heats,187563,407963,Open AM,Quarterfinal,2,2124926,2,2.0,3.0,,,4,6,3,4.0
Live Heats,187563,407963,Open AM,Round 1,0,2124917,3,2.0,2.0,2.0,1.0,6,6,4,4.0
Live Heats,187563,407963,Open AM,Round 2,1,2124923,3,1.0,2.0,,,4,6,4,5.0
Live Heats,187563,407963,Open AM,Quarterfinal,2,2124927,3,2.0,3.0,,,4,6,4,5.0
Live Heats,187563,407963,Open AM,Round 1,0,2124918,4,2.0,2.0,2.0,1.0,6,6,5,5.0
Live Heats,187563,407963,Open AM,Round 1,0,2124919,5,2.0,2.0,2.0,1.0,6,6,6,6.0
Live Heats,220586,408814,Men,Final,0,2106396,0,0.0,1.0,,,1,1,1,1.0
Live Heats,220586,408815,Women,Final,0,2106398,0,0.0,1.0,,,1,1,1,1.0
Live Heats,220652,408830,Men,Final,0,2106399,0,0.0,1.0,,,1,1,1,1.0
Live Heats,220652,408831,Women,Final,0,2106400,0,0.0,1.0,,,1,1,1,1.0
Live Heats,221942,410348,Women,Final,0,2158215,0,0.0,1.0,,,1,1,1,1.0
Live Heats,221942,410349,Men,Final,0,2158313,0,0.0,1.0,,,1,1,1,1.0
Live Heats,221942,410350,Masters,Final,0,2158217,0,0.0,1.0,,,1,1,1,1.0
Live Heats,221942,410352,Junior Boys,Final,0,2158216,0,0.0,1.0,,,1,1,1,1.0
Live Heats,249495,441634,Men,Final,0,2311093,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187564,454487,Pro Junior Boys,Final,0,2334452,0,0.0,1.0,,,1,1,1,1.0
Live Heats,263420,460768,Men,Final,0,2500445,0,0.0,1.0,,,1,1,1,1.0
Live Heats,266588,464914,Junior Girls,Final,0,2658524,0,0.0,1.0,,,1,1,1,1.0
Live Heats,266588,464915,Junior Boys,Final,0,2658468,0,0.0,1.0,,,1,1,1,1.0
Live Heats,266588,464919,Pro Junior GIrls,Final,0,2658525,0,0.0,1.0,,,1,1,1,1.0
Live Heats,266588,464920,Pro Junior Boys,Final,0,2658115,0,0.0,1.0,,,1,1,1,1.0
Live Heats,266589,464921,Women,R1 Seeding,0,2543862,0,1.0,2.0,3.0,1.0,2,2,1,1.0
Live Heats,266589,464921,Women,R2 Redemotion ,1,2543867,0,2.0,3.0,,,1,2,1,1.5
Live Heats,266589,464921,Women,Final,2,2543869,0,2.0,4.0,2.0,3.0,1,2,1,1.5
Live Heats,266589,464921,Women,R1 Seeding,0,2543863,1,1.0,2.0,3.0,1.0,2,2,2,2.0
Live Heats,266589,464922,Men,R1 Seeding,0,2543922,0,2.0,2.0,3.0,1.0,4,4,1,1.0
Live Heats,266589,464922,Men,R2 Redemption,1,2543926,0,2.0,3.0,,,2,4,1,2.0
Live Heats,266589,464922,Men,Quarterfinal,2,2543928,0,2.0,3.0,,,4,4,1,1.0
Live Heats,266589,464922,Men,Semifinal,3,2543932,0,2.0,3.0,,,2,4,1,2.0
Live Heats,266589,464922,Men,Final,4,2543934,0,0.0,1.0,,,1,4,1,2.5
Live Heats,266589,464922,Men,R1 Seeding,0,2543923,1,2.0,2.0,3.0,1.0,4,4,2,2.0
Live Heats,266589,464922,Men,R2 Redemption,1,2543927,1,2.0,3.0,,,2,4,2,3.0
Live Heats,266589,464922,Men,Quarterfinal,2,2543929,1,2.0,3.0,,,4,4,2,2.0
Live Heats,266589,464922,Men,Semifinal,3,2543933,1,2.0,3.0,,,2,4,2,3.0
Live Heats,266589,464922,Men,R1 Seeding,0,2543924,2,2.0,2.0,3.0,1.0,4,4,3,3.0
Live Heats,266589,464922,Men,Quarterfinal,2,2543930,2,2.0,3.0,,,4,4,3,3.0
Live Heats,266589,464922,Men,R1 Seeding,0,2543925,3,2.0,2.0,3.0,1.0,4,4,4,4.0
Live Heats,266589,464922,Men,Quarterfinal,2,2543931,3,2.0,3.0,,,4,4,4,4.0
Live Heats,266589,464923,Masters,R1 Seeding,0,2543881,0,2.0,2.0,3.0,1.0,2,2,1,1.0
Live Heats,266589,464923,Masters,R2 Redemption,1,2543884,0,2.0,3.0,,,1,2,1,1.5
Live Heats,266589,464923,Masters,Semifinal,2,2543886,0,2.0,3.0,,,2,2,1,1.0
Live Heats,266589,464923,Masters,Final,3,2543888,0,0.0,1.0,,,1,2,1,1.5
Live Heats,266589,464923,Masters,R1 Seeding,0,2543882,1,2.0,2.0,3.0,1.0,2,2,2,2.0
Live Heats,266589,464923,Masters,Semifinal,2,2543887,1,2.0,3.0,,,2,2,2,2.0
Live Heats,266589,464924,Junior Girls,Semifinal,0,2543916,0,0.0,1.0,,,2,2,1,1.0
Live Heats,266589,464924,Junior Girls,Final,1,2544202,0,0.0,1.0,,,1,2,1,1.5
Live Heats,266589,464924,Junior Girls,Semifinal,0,2544209,1,0.0,1.0,,,2,2,2,2.0
Live Heats,266589,464925,Junior Boys,Semifinal,0,2543918,0,0.0,1.0,,,2,2,1,1.0
Live Heats,266589,464925,Junior Boys,Final,1,2544222,0,0.0,1.0,,,1,2,1,1.5
Live Heats,266589,464925,Junior Boys,Semifinal,0,2544220,1,0.0,1.0,,,2,2,2,2.0
Live Heats,266589,464926,Pro Junior GIrls,Final,0,2544224,0,0.0,1.0,,,1,1,1,1.0
Live Heats,266589,464927,Pro Junior Boys,Semifinal,0,2543919,0,0.0,1.0,,,2,2,1,1.0
Live Heats,266589,464927,Pro Junior Boys,Final,1,2544226,0,0.0,1.0,,,1,2,1,1.5
Live Heats,266589,464927,Pro Junior Boys,Semifinal,0,2544225,1,0.0,1.0,,,2,2,2,2.0
Live Heats,268535,467753,Men,Round 1,0,2489989,0,,2.0,,1.0,5,5,1,1.0
Live Heats,268535,467753,Men,Round 2,1,2489995,0,,,,,2,5,1,2.5
Live Heats,268535,467753,Men,Quarterfinal,2,2490003,0,,,,,3,5,1,2.0
Live Heats,268535,467753,Men,Semifinal,3,2490006,0,,,,,2,5,1,2.5
Live Heats,268535,467753,Men,Final,4,2490008,0,,,,,1,5,1,3.0
Live Heats,268535,467753,Men,Round 1,0,2489990,1,,2.0,,1.0,5,5,2,2.0
Live Heats,268535,467753,Men,Round 2,1,2489996,1,,,,,2,5,2,3.5
Live Heats,268535,467753,Men,Quarterfinal,2,2490004,1,,,,,3,5,2,3.0
Live Heats,268535,467753,Men,Semifinal,3,2490007,1,,,,,2,5,2,3.5
Live Heats,268535,467753,Men,Round 1,0,2489991,2,,2.0,,1.0,5,5,3,3.0
Live Heats,268535,467753,Men,Quarterfinal,2,2490005,2,,,,,3,5,3,4.0
Live Heats,268535,467753,Men,Round 1,0,2489992,3,,2.0,,1.0,5,5,4,4.0
Live Heats,268535,467753,Men,Round 1,0,2489993,4,,2.0,,1.0,5,5,5,5.0
Live Heats,268535,467754,Masters,Semifinal,0,2488216,0,2.0,3.0,,,2,2,1,1.0
Live Heats,268535,467754,Masters,Final,1,2488218,0,2.0,3.0,,,1,2,1,1.5
Live Heats,268535,467754,Masters,Semifinal,0,2488217,1,2.0,3.0,,,2,2,2,2.0
Live Heats,268535,467757,Junior Girls,Final,0,2513788,0,0.0,1.0,,,1,1,1,1.0
Live Heats,268536,467760,Men,Round 1,0,2453081,0,2.0,2.0,2.0,1.0,5,5,1,1.0
Live Heats,268536,467760,Men,Round 2,1,2453086,0,2.0,2.0,,,3,5,1,2.0
Live Heats,268536,467760,Men,Quarterfinal,2,2453089,0,2.0,3.0,,,4,5,1,1.5
Live Heats,268536,467760,Men,Semifinal,3,2453091,0,2.0,5.0,,,2,5,1,2.5
Live Heats,268536,467760,Men,Final,4,2453093,0,,,,,1,5,1,3.0
Live Heats,268536,467760,Men,Round 1,0,2453082,1,2.0,2.0,2.0,1.0,5,5,2,2.0
Live Heats,268536,467760,Men,Round 2,1,2453087,1,2.0,2.0,,,3,5,2,3.0
Live Heats,268536,467760,Men,Quarterfinal,2,2453090,1,2.0,3.0,,,4,5,2,2.5
Live Heats,268536,467760,Men,Semifinal,3,2453097,1,2.0,5.0,,,2,5,2,3.5
Live Heats,268536,467760,Men,Round 1,0,2453083,2,2.0,2.0,2.0,1.0,5,5,3,3.0
Live Heats,268536,467760,Men,Round 2,1,2453096,2,2.0,2.0,,,3,5,3,4.0
Live Heats,268536,467760,Men,Quarterfinal,2,2453094,2,2.0,3.0,,,4,5,3,3.5
Live Heats,268536,467760,Men,Round 1,0,2453084,3,2.0,2.0,2.0,1.0,5,5,4,4.0
Live Heats,268536,467760,Men,Quarterfinal,2,2453098,3,2.0,3.0,,,4,5,4,4.5
Live Heats,268536,467760,Men,Round 1,0,2453085,4,2.0,2.0,2.0,1.0,5,5,5,5.0
Live Heats,268536,467763,Pro Junior Boys,Round 1,0,2453972,0,2.0,3.0,,,2,2,1,1.0
Live Heats,268536,467763,Pro Junior Boys,Final,1,2453974,0,0.0,1.0,,,1,2,1,1.5
Live Heats,268536,467763,Pro Junior Boys,Round 1,0,2453973,1,2.0,3.0,,,2,2,2,2.0
Live Heats,268537,467767,Men,Round 1,0,2523015,0,,2.0,,1.0,6,6,1,1.0
Live Heats,268537,467767,Men,Round 2,1,2523021,0,,,,,3,6,1,2.5
Live Heats,268537,467767,Men,Quarterfinal,2,2523024,0,2.0,3.0,,,4,6,1,2.0
Live Heats,268537,467767,Men,Semifinal,3,2523026,0,,,,,2,6,1,3.0
Live Heats,268537,467767,Men,Final,4,2523030,0,,,,,1,6,1,3.5
Live Heats,268537,467767,Men,Round 1,0,2523016,1,,2.0,,1.0,6,6,2,2.0
Live Heats,268537,467767,Men,Round 2,1,2523022,1,,,,,3,6,2,3.5
Live Heats,268537,467767,Men,Quarterfinal,2,2523025,1,2.0,3.0,,,4,6,2,3.0
Live Heats,268537,467767,Men,Semifinal,3,2523035,1,,,,,2,6,2,4.0
Live Heats,268537,467767,Men,Round 1,0,2523017,2,,2.0,,1.0,6,6,3,3.0
Live Heats,268537,467767,Men,Round 2,1,2523023,2,,,,,3,6,3,4.5
Live Heats,268537,467767,Men,Quarterfinal,2,2523033,2,2.0,3.0,,,4,6,3,4.0
Live Heats,268537,467767,Men,Round 1,0,2523018,3,,2.0,,1.0,6,6,4,4.0
Live Heats,268537,467767,Men,Quarterfinal,2,2523034,3,2.0,3.0,,,4,6,4,5.0
Live Heats,268537,467767,Men,Round 1,0,2523019,4,,2.0,,1.0,6,6,5,5.0
Live Heats,268537,467767,Men,Round 1,0,2523020,5,,2.0,,1.0,6,6,6,6.0
Live Heats,268537,467768,Masters,Round 1,0,2522929,0,3.0,4.0,,,2,2,1,1.0
Live Heats,268537,467768,Masters,Final,1,2522939,0,,,,,1,2,1,1.5
Live Heats,268537,467768,Masters,Round 1,0,2522930,1,3.0,4.0,,,2,2,2,2.0
Live Heats,268537,467772,Junior Boys,Final,0,2522893,0,3.0,4.0,,,1,1,1,1.0
Live Heats,270680,471646,Masters,Final,0,2370047,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187569,474353,Pro Junior Boys,Round 1,0,2432930,0,2.0,3.0,,,2,2,1,1.0
Live Heats,187569,474353,Pro Junior Boys,Final,1,2432936,0,0.0,1.0,,,1,2,1,1.5
Live Heats,187569,474353,Pro Junior Boys,Round 1,0,2432931,1,2.0,3.0,,,2,2,2,2.0
Live Heats,272891,474991,Men,Final,0,2500449,0,0.0,1.0,,,1,1,1,1.0
Live Heats,285332,492502,Men,Final,0,2500448,0,0.0,1.0,,,1,1,1,1.0
Live Heats,285332,492503,Women,Final,0,2500446,0,0.0,1.0,,,1,1,1,1.0
Live Heats,268536,533821,OPEN,Round 1,1,2455944,0,2.0,3.0,3.0,2.0,7,7,1,1.0
Live Heats,268536,533821,OPEN,Round 2,2,2455951,0,1.0,2.0,,,4,7,1,2.5
Live Heats,268536,533821,OPEN,Round 3,3,2455956,0,2.0,3.0,,,4,7,1,2.5
Live Heats,268536,533821,OPEN,Semi Finals,4,2455968,0,2.0,3.0,,,2,7,1,3.5
Live Heats,268536,533821,OPEN,Final,5,2455972,0,2.0,3.0,,,1,7,1,4.0
Live Heats,268536,533821,OPEN,Round 1,1,2455945,1,2.0,3.0,3.0,2.0,7,7,2,2.0
Live Heats,268536,533821,OPEN,Round 2,2,2455952,1,1.0,2.0,,,4,7,2,3.5
Live Heats,268536,533821,OPEN,Round 3,3,2455957,1,2.0,3.0,,,4,7,2,3.5
Live Heats,268536,533821,OPEN,Semi Finals,4,2455969,1,2.0,3.0,,,2,7,2,4.5
Live Heats,268536,533821,OPEN,Round 1,1,2455946,2,2.0,3.0,3.0,2.0,7,7,3,3.0
Live Heats,268536,533821,OPEN,Round 2,2,2455953,2,1.0,2.0,,,4,7,3,4.5
Live Heats,268536,533821,OPEN,Round 3,3,2455958,2,2.0,3.0,,,4,7,3,4.5
Live Heats,268536,533821,OPEN,Round 1,1,2455947,3,2.0,3.0,3.0,2.0,7,7,4,4.0
Live Heats,268536,533821,OPEN,Round 2,2,2455954,3,1.0,2.0,,,4,7,4,5.5
Live Heats,268536,533821,OPEN,Round 3,3,2455959,3,2.0,3.0,,,4,7,4,5.5
Live Heats,268536,533821,OPEN,Round 1,1,2455948,4,2.0,3.0,3.0,2.0,7,7,5,5.0
Live Heats,268536,533821,OPEN,Round 1,1,2455949,5,2.0,3.0,3.0,2.0,7,7,6,6.0
Live Heats,268536,533821,OPEN,Round 1,1,2455950,6,2.0,3.0,3.0,2.0,7,7,7,7.0
Live Heats,268536,534578,Grand Master,Final,0,2454564,0,3.0,2.0,2.0,1.0,2,2,1,1.0
Live Heats,268536,534578,Grand Master,Final,0,2455114,1,3.0,2.0,2.0,1.0,2,2,2,2.0
Live Heats,305429,541464,Men,Quarterfinal,0,2463209,0,,,,,3,3,1,1.0
Live Heats,305429,541464,Men,Semifinal,1,2463212,0,4.0,5.0,,,1,3,1,2.0
Live Heats,305429,541464,Men,Final,2,2463214,0,,,,,1,3,1,2.0
Live Heats,305429,541464,Men,Quarterfinal,0,2463210,1,,,,,3,3,2,2.0
Live Heats,305429,541464,Men,Quarterfinal,0,2463211,2,,,,,3,3,3,3.0
Live Heats,305429,541465,Masters,Expression session ,0,2464263,0,4.0,5.0,,,1,1,1,1.0
Live Heats,305429,541465,Masters,Final,1,2464265,0,1.0,2.0,,,1,1,1,1.0
Live Heats,268535,569238,Grand Masters,Final,0,2488296,0,3.0,4.0,,,1,1,1,1.0
Live Heats,268535,569239,Open AM,Quarterfinal,0,2488219,0,2.0,3.0,,,4,4,1,1.0
Live Heats,268535,569239,Open AM,Semifinal,1,2488223,0,2.0,3.0,,,2,4,1,2.0
Live Heats,268535,569239,Open AM,Final,2,2488225,0,2.0,3.0,,,1,4,1,2.5
Live Heats,268535,569239,Open AM,Quarterfinal,0,2488220,1,2.0,3.0,,,4,4,2,2.0
Live Heats,268535,569239,Open AM,Semifinal,1,2488224,1,2.0,3.0,,,2,4,2,3.0
Live Heats,268535,569239,Open AM,Quarterfinal,0,2488221,2,2.0,3.0,,,4,4,3,3.0
Live Heats,268535,569239,Open AM,Quarterfinal,0,2488222,3,2.0,3.0,,,4,4,4,4.0
Live Heats,321863,584935,Women,Round 1,0,2578506,0,2.0,2.0,2.0,1.0,2,2,1,1.0
Live Heats,321863,584935,Women,Round 2,1,2578509,0,2.0,3.0,,,1,2,1,1.5
Live Heats,321863,584935,Women,R3,2,2578511,0,1.0,4.0,1.0,3.0,2,2,1,1.0
Live Heats,321863,584935,Women,R4,3,2578512,0,1.0,2.0,,,1,2,1,1.5
Live Heats,321863,584935,Women,Final,4,2578513,0,0.0,1.0,,,1,2,1,1.5
Live Heats,321863,584935,Women,Round 1,0,2578507,1,2.0,2.0,2.0,1.0,2,2,2,2.0
Live Heats,321863,584935,Women,R3,2,2578514,1,1.0,4.0,1.0,3.0,2,2,2,2.0
Live Heats,321863,584936,Men,Round 1,0,2578670,0,1.0,2.0,2.0,1.0,2,4,1,2.0
Live Heats,321863,584936,Men,Round 2,1,2578672,0,2.0,3.0,,,1,4,1,2.5
Live Heats,321863,584936,Men,Round 3,2,2578679,0,2.0,3.0,,,1,4,1,2.5
Live Heats,321863,584936,Men,Round 4,3,2578692,0,2.0,5.0,2.0,4.0,4,4,1,1.0
Live Heats,321863,584936,Men,Round 5,4,2578693,0,2.0,3.0,,,2,4,1,2.0
Live Heats,321863,584936,Men,Round 6,5,2578694,0,1.0,7.0,1.0,6.0,4,4,1,1.0
Live Heats,321863,584936,Men,Round 7,6,2578695,0,2.0,3.0,,,1,4,1,2.5
Live Heats,321863,584936,Men,Round 8,7,2578696,0,1.0,9.0,1.0,8.0,2,4,1,2.0
Live Heats,321863,584936,Men,Round 9,8,2578697,0,1.0,2.0,,,1,4,1,2.5
Live Heats,321863,584936,Men,Final,9,2578698,0,0.0,1.0,,,1,4,1,2.5
Live Heats,321863,584936,Men,Round 1,0,2578671,1,1.0,2.0,2.0,1.0,2,4,2,3.0
Live Heats,321863,584936,Men,Round 4,3,2578699,1,2.0,5.0,2.0,4.0,4,4,2,2.0
Live Heats,321863,584936,Men,Round 5,4,2578702,1,2.0,3.0,,,2,4,2,3.0
Live Heats,321863,584936,Men,Round 6,5,2578703,1,1.0,7.0,1.0,6.0,4,4,2,2.0
Live Heats,321863,584936,Men,Round 8,7,2578706,1,1.0,9.0,1.0,8.0,2,4,2,3.0
Live Heats,321863,584936,Men,Round 4,3,2578700,2,2.0,5.0,2.0,4.0,4,4,3,3.0
Live Heats,321863,584936,Men,Round 6,5,2578704,2,1.0,7.0,1.0,6.0,4,4,3,3.0
Live Heats,321863,584936,Men,Round 4,3,2578701,3,2.0,5.0,2.0,4.0,4,4,4,4.0
Live Heats,321863,584936,Men,Round 6,5,2578705,3,1.0,7.0,1.0,6.0,4,4,4,4.0
Live Heats,321863,584937,Masters,Quarterfinal,0,2578723,0,1.0,2.0,2.0,1.0,2,2,1,1.0
Live Heats,321863,584937,Masters,Semifinal,1,2578725,0,2.0,3.0,,,1,2,1,1.5
Live Heats,321863,584937,Masters,Final,2,2578726,0,,,,,1,2,1,1.5
Live Heats,321863,584937,Masters,Quarterfinal,0,2578724,1,1.0,2.0,2.0,1.0,2,2,2,2.0
Live Heats,321863,584938,Junior Girls,Final 1,0,2588459,0,3.0,4.0,,,1,1,1,1.0
Live Heats,321863,584938,Junior Girls,Final,1,2589975,0,,,,,1,1,1,1.0
Live Heats,321863,584939,Junior Boys,Final 1,0,2578800,0,,,,,1,1,1,1.0
Live Heats,321863,584939,Junior Boys,Final,1,2589839,0,0.0,1.0,,,1,1,1,1.0
Live Heats,321863,584941,Pro Junior Boys,Quarterfinal,0,2578727,0,1.0,2.0,2.0,1.0,2,2,1,1.0
Live Heats,321863,584941,Pro Junior Boys,Semifinal,1,2578729,0,,,,,1,2,1,1.5
Live Heats,321863,584941,Pro Junior Boys,Final,2,2578730,0,,,,,1,2,1,1.5
Live Heats,321863,584941,Pro Junior Boys,Quarterfinal,0,2578728,1,1.0,2.0,2.0,1.0,2,2,2,2.0
Live Heats,321863,584942,Grand Masters,Round 1,0,2578801,0,2.0,2.0,2.0,1.0,3,3,1,1.0
Live Heats,321863,584942,Grand Masters,R2,1,2578804,0,2.0,3.0,,,1,3,1,2.0
Live Heats,321863,584942,Grand Masters,Semifinal,2,2578806,0,2.0,3.0,,,2,3,1,1.5
Live Heats,321863,584942,Grand Masters,Final,3,2578807,0,0.0,1.0,,,1,3,1,2.0
Live Heats,321863,584942,Grand Masters,Round 1,0,2578802,1,2.0,2.0,2.0,1.0,3,3,2,2.0
Live Heats,321863,584942,Grand Masters,Semifinal,2,2578808,1,2.0,3.0,,,2,3,2,2.5
Live Heats,321863,584942,Grand Masters,Round 1,0,2578803,2,2.0,2.0,2.0,1.0,3,3,3,3.0
Live Heats,321864,584943,Women,Round 1,0,2603277,0,,,,,1,1,1,1.0
Live Heats,321864,584943,Women,Quarterfinal,1,2603381,0,,,,,1,1,1,1.0
Live Heats,321864,584943,Women,FInal #3,2,2603382,0,0.0,1.0,,,1,1,1,1.0
Live Heats,321864,584943,Women,Final,3,2622540,0,,,,,1,1,1,1.0
Live Heats,321864,584944,Men,Round 1,0,2603363,0,,,,,2,4,1,2.0
Live Heats,321864,584944,Men,Round 2,1,2603365,0,2.0,3.0,,,1,4,1,2.5
Live Heats,321864,584944,Men,Round 3,2,2603366,0,2.0,4.0,2.0,3.0,4,4,1,1.0
Live Heats,321864,584944,Men,R4 Redemption,3,2603370,0,2.0,3.0,,,2,4,1,2.0
Live Heats,321864,584944,Men,Quarterfinal,4,2603374,0,2.0,3.0,,,4,4,1,1.0
Live Heats,321864,584944,Men,Semifinal,5,2603376,0,2.0,3.0,,,2,4,1,2.0
Live Heats,321864,584944,Men,Final,6,2603377,0,0.0,1.0,,,1,4,1,2.5
Live Heats,321864,584944,Men,Round 1,0,2603364,1,,,,,2,4,2,3.0
Live Heats,321864,584944,Men,Round 3,2,2603367,1,2.0,4.0,2.0,3.0,4,4,2,2.0
Live Heats,321864,584944,Men,R4 Redemption,3,2603371,1,2.0,3.0,,,2,4,2,3.0
Live Heats,321864,584944,Men,Quarterfinal,4,2603375,1,2.0,3.0,,,4,4,2,2.0
Live Heats,321864,584944,Men,Semifinal,5,2603378,1,2.0,3.0,,,2,4,2,3.0
Live Heats,321864,584944,Men,Round 3,2,2603368,2,2.0,4.0,2.0,3.0,4,4,3,3.0
Live Heats,321864,584944,Men,Quarterfinal,4,2603379,2,2.0,3.0,,,4,4,3,3.0
Live Heats,321864,584944,Men,Round 3,2,2603369,3,2.0,4.0,2.0,3.0,4,4,4,4.0
Live Heats,321864,584944,Men,Quarterfinal,4,2603380,3,2.0,3.0,,,4,4,4,4.0
Live Heats,321864,584945,Masters,Round 1,0,2603390,0,,,,,1,3,1,2.0
Live Heats,321864,584945,Masters,R2 Challenger,1,2603392,0,0.0,1.0,,,1,3,1,2.0
Live Heats,321864,584945,Masters,R3 Seeding,2,2603393,0,2.0,4.0,2.0,3.0,3,3,1,1.0
Live Heats,321864,584945,Masters,R4 Redemption,3,2603396,0,1.0,2.0,,,2,3,1,1.5
Live Heats,321864,584945,Masters,Semifinal,4,2603398,0,2.0,3.0,,,2,3,1,1.5
Live Heats,321864,584945,Masters,Final,5,2603400,0,0.0,1.0,,,1,3,1,2.0
Live Heats,321864,584945,Masters,R3 Seeding,2,2603394,1,2.0,4.0,2.0,3.0,3,3,2,2.0
Live Heats,321864,584945,Masters,R4 Redemption,3,2603397,1,1.0,2.0,,,2,3,2,2.5
Live Heats,321864,584945,Masters,Semifinal,4,2603399,1,2.0,3.0,,,2,3,2,2.5
Live Heats,321864,584945,Masters,R3 Seeding,2,2603395,2,2.0,4.0,2.0,3.0,3,3,3,3.0
Live Heats,321864,584950,Grand Masters,Final,0,2603278,0,0.0,1.0,,,1,1,1,1.0
Live Heats,322457,585833,Women,Final,0,2518163,0,0.0,1.0,,,1,1,1,1.0
Live Heats,322457,585834,Men,Final,0,2518175,0,0.0,1.0,,,1,1,1,1.0
Live Heats,268537,587986,Open AM,Round 1,0,2522878,0,,,,,7,7,1,1.0
Live Heats,268537,587986,Open AM,Semifinal,1,2522885,0,3.0,4.0,,,2,7,1,3.5
Live Heats,268537,587986,Open AM,Final,2,2522891,0,,,,,1,7,1,4.0
Live Heats,268537,587986,Open AM,Round 1,0,2522879,1,,,,,7,7,2,2.0
Live Heats,268537,587986,Open AM,Semifinal,1,2522887,1,3.0,4.0,,,2,7,2,4.5
Live Heats,268537,587986,Open AM,Round 1,0,2522880,2,,,,,7,7,3,3.0
Live Heats,268537,587986,Open AM,Round 1,0,2522881,3,,,,,7,7,4,4.0
Live Heats,268537,587986,Open AM,Round 1,0,2522882,4,,,,,7,7,5,5.0
Live Heats,268537,587986,Open AM,Round 1,0,2522883,5,,,,,7,7,6,6.0
Live Heats,268537,587986,Open AM,Round 1,0,2522884,6,,,,,7,7,7,7.0
Live Heats,266589,601831,Grand Masters,Semifinal,0,2543920,0,0.0,1.0,,,2,2,1,1.0
Live Heats,266589,601831,Grand Masters,Final,1,2549844,0,0.0,1.0,,,1,2,1,1.5
Live Heats,266589,601831,Grand Masters,Semifinal,0,2549842,1,0.0,1.0,,,2,2,2,2.0
