source,event_id,eventDivisionid,name,athleteId,place,Points,incomplete
PWA,278,753,Morgan Noireaux,HI-101,17,2693,False
PWA,278,753,Julian Salmonn,G-21,17,2693,False
PWA,278,753,Marino Gil Gherardi,E-959,17,2693,False
PWA,278,753,Dieter Van der Eyken,B-35,25,1784,False
PWA,278,753,Ross Williams,GBR-83,25,1784,False
PWA,278,753,Omar Sanchez,E-33,25,1784,False
PWA,278,753,Florian Jung,G-21,25,1784,False
PWA,278,753,Ben Proffitt,K-800,25,1784,False
PWA,278,753,Pablo Ramírez Bolaños,E-244,25,1784,False
PWA,278,753,Jules Denel,FRA-41,25,1784,False
PWA,278,753,Jacopo Testa,ITA-261,25,1784,False
PWA,278,754,Sarah-Quita Offringa,ARU-91,1,10000,False
PWA,278,754,Iballa Ruano Moreno,E-63,2,8500,False
PWA,278,754,Lina Erpenstein,G-3,3,7650,False
PWA,278,754,Steffi Wahl,G-303,4,6885,False
PWA,278,754,Maaike Huvermann,NED-108,5,6370,False
PWA,278,754,Justyna Sniady,POL-1111,6,5930,False
PWA,278,754,Nicole Bandini,ITA-613,7,5285,False
PWA,278,754,Arrianne Aukes,H-131,7,5285,False
PWA,278,754,Marine Hunter,FRA-181,9,4588,False
PWA,278,754,Caroline Weber,G-118,9,4588,False
PWA,278,754,Serena Zoia,ESP-17,9,4588,False
PWA,264,717,Philip Köster,G-44,1,2100,False
PWA,264,717,Victor Fernandez,E-42,2,2067,False
PWA,264,717,Thomas Traversa,F-3,3,2034,False
PWA,264,717,Ricardo Campello,V-111,4,2001,False
PWA,264,717,Marcilio Browne,BRA-105,5,1968,False
PWA,264,717,Robby Swift,K-89,6,1935,False
PWA,264,717,Adam Lewis,K-516,7,1886,False
PWA,264,717,Daniel Bruch,G-1181,7,1886,False
PWA,264,717,Omar Sanchez,E-33,9,1787,False
PWA,264,717,Jaeger Stone,KA-120,9,1787,False
PWA,264,717,Alex Mussolini,E-30,9,1787,False
PWA,264,717,Moritz Mauch,G-103,9,1787,False
PWA,264,717,Aleix Sanllehy,CAT-555,13,1655,False
PWA,264,717,Leon Jamaer,G-208,13,1655,False
PWA,264,717,Josep Pons,E-203,13,1655,False
PWA,264,717,Jules Denel,FRA-41,13,1655,False
PWA,264,717,Dieter Van der Eyken,B-35,17,1457,False
PWA,264,717,Alessio Stillrich,E-95,17,1457,False
PWA,264,717,Antoine Martin,F-193,17,1457,False
PWA,264,717,Dario Ojeda,E-211,17,1457,False
PWA,264,717,Marc Paré,E-334,17,1457,False
PWA,264,717,José Romero,E-45,17,1457,False
PWA,264,717,Camille Juban,GPE-8,17,1457,False
PWA,264,717,Kenneth Danielsen,D-38,17,1457,False
PWA,264,717,Pablo Ramírez Bolaños,E-244,25,1193,False
PWA,264,717,Eric Sanllehy,CAT-111,25,1193,False
PWA,264,717,Klaas Voget,G-4,25,1193,False
PWA,264,717,Florian Jung,G-21,25,1193,False
PWA,264,717,Graham Ezzy,USA-1,25,1193,False
PWA,264,717,Julian Salmonn,G-21,25,1193,False
PWA,264,717,Alexandre Grand-Guillot,F-585,25,1193,False
PWA,264,717,Justin Denel,F-541,25,1193,False
PWA,264,717,Loick Lesauvage,F-780,33,797,False
PWA,264,717,Antoine Albert,NC-21,33,797,False
PWA,264,717,Gustav Haggstrom,S-7,33,797,False
PWA,264,717,Ben Roca Ward,E-889,33,797,False
PWA,264,717,Jacopo Testa,ITA-261,33,797,False
PWA,264,717,Guillermo Alba Lasheras,E-68,33,797,False
PWA,264,717,Markus Rydberg,S-313,33,797,False
PWA,264,717,Federico Morisio,I-676,33,797,False
PWA,264,717,Jake Schettewi,US-25,33,797,False
PWA,264,717,Marino Gil Gherardi,E-959,33,797,False
PWA,264,717,Arthur Arutkin,F-7,33,797,False
PWA,264,717,Morgan Noireaux,HI-101,33,797,False
PWA,264,717,Nicolas Akgazciyan,F-400,33,797,False
PWA,264,717,Noah Vocker,F-210,33,797,False
PWA,264,717,Yushi Shirakata,JPN-136,33,797,False
PWA,264,717,Martin ten Hoeve,H-999,33,797,False
PWA,264,718,Daida Ruano Moreno,E-64,1,2100,False
PWA,264,718,Iballa Ruano Moreno,E-63,2,2067,False
PWA,264,718,Lina Erpenstein,G-3,3,2034,False
PWA,264,718,Justyna Sniady,POL-1111,4,2001,False
PWA,264,718,Sarah-Quita Offringa,ARU-91,5,1968,False
PWA,264,718,Nayra Alonso,E-4,6,1935,False
PWA,264,718,Sarah Hilder,K-349,7,1886,False
PWA,264,718,Greta Benvenuti,ITA-38,7,1886,False
PWA,264,718,Caterina Stenta,I-662,9,1787,False
PWA,264,718,Birgit Rieger,AUT-32,9,1787,False
PWA,264,718,Serena Zoia,ESP-17,9,1787,False
PWA,264,718,Nicole Bandini,ITA-613,9,1787,False
PWA,264,718,Alexa Escherich,G-200,13,1655,False
PWA,264,718,Marine Hunter,FRA-181,13,1655,False
PWA,264,718,María Andrés,E-2,13,1655,False
PWA,264,718,Arrianne Aukes,H-131,13,1655,False
PWA,266,722,Philip Köster,G-44,1,2100,False
PWA,266,722,Victor Fernandez,E-42,2,2067,False
PWA,266,722,Alex Mussolini,E-30,3,2034,False
PWA,266,722,Marcilio Browne,BRA-105,4,2001,False
PWA,266,722,Adam Lewis,K-516,5,1968,False
PWA,266,722,Alessio Stillrich,E-95,6,1935,False
PWA,266,722,Thomas Traversa,F-3,7,1886,False
PWA,266,722,Jaeger Stone,KA-120,7,1886,False
PWA,266,722,Ricardo Campello,V-111,9,1787,False
PWA,266,722,Camille Juban,GPE-8,9,1787,False
PWA,266,722,Daniel Bruch,G-1181,9,1787,False
PWA,266,722,Marc Paré,E-334,9,1787,False
PWA,266,722,Antoine Martin,F-193,13,1655,False
PWA,266,722,Jules Denel,FRA-41,13,1655,False
PWA,266,722,Julian Salmonn,G-21,13,1655,False
PWA,266,722,Klaas Voget,G-4,13,1655,False
PWA,266,722,Arthur Arutkin,F-7,17,1457,False
PWA,266,722,Leon Jamaer,G-208,17,1457,False
PWA,266,722,Moritz Mauch,G-103,17,1457,False
PWA,266,722,Robby Swift,K-89,17,1457,False
PWA,266,722,Aleix Sanllehy,CAT-555,17,1457,False
PWA,266,722,Omar Sanchez,E-33,17,1457,False
PWA,266,722,Morgan Noireaux,HI-101,17,1457,False
PWA,266,722,Josep Pons,E-203,17,1457,False
PWA,266,722,Florian Jung,G-21,25,1193,False
PWA,266,722,Marino Gil Gherardi,E-959,25,1193,False
PWA,266,722,Kenneth Danielsen,D-38,25,1193,False
PWA,266,722,Dieter Van der Eyken,B-35,25,1193,False
PWA,266,722,Loick Lesauvage,F-780,25,1193,False
PWA,266,722,Tim van Dam Sanchidrian,E-51,25,1193,False
PWA,266,722,Graham Ezzy,USA-1,25,1193,False
PWA,266,722,"Jose ""Gollito"" Estredo",V-10,25,1193,False
PWA,266,722,Eric Sanllehy,CAT-111,33,797,False
PWA,266,722,Martin ten Hoeve,H-999,33,797,False
PWA,266,722,Felix Spencer,AUS-69,33,797,False
PWA,266,722,Noah Vocker,F-210,33,797,False
PWA,266,722,Antoine Albert,NC-21,33,797,False
PWA,266,722,Francesco Cappuzzo,I-333,33,797,False
PWA,266,722,Nicolas Akgazciyan,F-400,33,797,False
PWA,266,722,Pablo Ramírez Bolaños,E-244,33,797,False
PWA,266,722,Dario Ojeda,E-211,33,797,False
PWA,266,722,Jacopo Testa,ITA-261,33,797,False
PWA,266,722,Ben Proffitt,K-800,33,797,False
PWA,266,722,Valter Scotto,TF-7,33,797,False
PWA,266,722,Jake Schettewi,US-25,33,797,False
PWA,266,722,Alexandre Grand-Guillot,F-585,33,797,False
PWA,266,722,John Skye,K-57,33,797,False
PWA,266,722,Antony Ruenes,F-85,33,797,False
PWA,266,723,Iballa Ruano Moreno,E-63,1,2100,False
PWA,266,723,Sarah-Quita Offringa,ARU-91,2,2067,False
PWA,266,723,Daida Ruano Moreno,E-64,3,2034,False
PWA,266,723,Justyna Sniady,POL-1111,4,2001,False
PWA,266,723,Lina Erpenstein,G-3,5,1968,False
PWA,266,723,Nicole Bandini,ITA-613,6,1935,False
PWA,266,723,Greta Benvenuti,ITA-38,7,1886,False
PWA,266,723,Birgit Rieger,AUT-32,7,1886,False
PWA,266,723,Arrianne Aukes,H-131,9,1787,False
PWA,266,723,Sara Sommer,D-107,9,1787,False
PWA,266,723,Lena Erdil,GER-33,9,1787,False
PWA,266,723,Caterina Stenta,I-662,9,1787,False
PWA,266,723,Serena Zoia,ESP-17,13,1655,False
PWA,266,723,Caroline Weber,G-118,13,1655,False
PWA,266,723,Sarah Hilder,K-349,13,1655,False
PWA,266,723,María Andrés,E-2,13,1655,False
PWA,266,723,Marine Hunter,FRA-181,17,1539,False
PWA,266,723,Waka Nishida,J-700,17,1539,False
PWA,266,723,Alexa Escherich,G-200,17,1539,False
PWA,268,726,Victor Fernandez,E-42,1,1000,False
PWA,268,726,Marcilio Browne,BRA-105,2,990,False
PWA,268,726,Philip Köster,G-44,3,980,False
PWA,268,726,Alex Mussolini,E-30,4,970,False
PWA,268,726,Adam Lewis,K-516,5,960,False
PWA,268,726,Jaeger Stone,KA-120,6,950,False
PWA,268,726,Thomas Traversa,F-3,7,935,False
PWA,268,726,Aleix Sanllehy,CAT-555,7,935,False
PWA,268,726,Leon Jamaer,G-208,9,905,False
PWA,268,726,Ricardo Campello,V-111,9,905,False
PWA,268,726,Alessio Stillrich,E-95,9,905,False
PWA,268,726,Marc Paré,E-334,9,905,False
PWA,268,726,Camille Juban,GPE-8,13,865,False
PWA,268,726,Klaas Voget,G-4,13,865,False
PWA,268,726,Josh Angulo,CV-1,13,865,False
PWA,268,726,Omar Sanchez,E-33,13,865,False
PWA,268,726,Jules Denel,FRA-41,17,805,False
PWA,268,726,Antoine Martin,F-193,17,805,False
PWA,268,726,Dieter Van der Eyken,B-35,17,805,False
PWA,268,726,Robby Swift,K-89,17,805,False
PWA,268,726,Moritz Mauch,G-103,17,805,False
PWA,268,726,Daniel Bruch,G-1181,17,805,False
PWA,268,726,Kenneth Danielsen,D-38,17,805,False
PWA,268,726,Josep Pons,E-203,17,805,False
PWA,268,726,Markus Rydberg,S-313,25,725,False
PWA,268,726,Pablo Ramírez Bolaños,E-244,25,725,False
PWA,268,726,Florian Jung,G-21,25,725,False
PWA,268,726,"Jose ""Gollito"" Estredo",V-10,25,725,False
PWA,268,726,Graham Ezzy,USA-1,25,725,False
PWA,268,726,Adrian Beholz,G-888,25,725,False
PWA,268,726,Julian Salmonn,G-21,25,725,False
PWA,268,726,Marius Herrmann,GER-3131,25,725,False
PWA,268,727,Iballa Ruano Moreno,E-63,1,1000,False
PWA,268,727,Sarah-Quita Offringa,ARU-91,2,990,False
PWA,268,727,Daida Ruano Moreno,E-64,3,980,False
PWA,268,727,Lina Erpenstein,G-3,4,970,False
PWA,268,727,Justyna Sniady,POL-1111,5,960,False
PWA,268,727,Steffi Wahl,G-303,6,950,False
PWA,268,727,Caterina Stenta,I-662,7,935,False
PWA,268,727,Lena Erdil,GER-33,7,935,False
PWA,268,727,Caroline Weber,G-118,9,905,False
PWA,268,727,Greta Benvenuti,ITA-38,9,905,False
PWA,268,727,Arrianne Aukes,H-131,9,905,False
PWA,268,727,Nicole Bandini,ITA-613,9,905,False
PWA,268,727,Marine Hunter,FRA-181,13,875,False
PWA,268,727,Serena Zoia,ESP-17,13,875,False
PWA,250,689,Victor Fernandez,E-42,1,2100,False
PWA,250,689,Philip Köster,G-44,2,2067,False
PWA,250,689,Jaeger Stone,KA-120,3,2034,False
PWA,250,689,Alex Mussolini,E-30,4,2001,False
PWA,250,689,Marcilio Browne,BRA-105,5,1919,False
PWA,250,689,Daniel Bruch,G-1181,5,1919,False
PWA,250,689,Robby Swift,K-89,5,1919,False
PWA,250,689,Thomas Traversa,F-3,5,1919,False
PWA,250,689,Jules Denel,FRA-41,9,1721,False
PWA,250,689,Leon Jamaer,G-208,9,1721,False
PWA,250,689,Camille Juban,GPE-8,9,1721,False
PWA,250,689,Florian Jung,G-21,9,1721,False
PWA,250,689,Adam Lewis,K-516,9,1721,False
PWA,250,689,Antoine Martin,F-193,9,1721,False
PWA,250,689,Josep Pons,E-203,9,1721,False
PWA,250,689,Alessio Stillrich,E-95,9,1721,False
PWA,250,689,Kenneth Danielsen,D-38,17,1457,False
PWA,250,689,Graham Ezzy,USA-1,17,1457,False
PWA,250,689,Moritz Mauch,G-103,17,1457,False
PWA,250,689,Marc Paré,E-334,17,1457,False
PWA,250,689,Ben Proffitt,K-800,17,1457,False
PWA,250,689,Omar Sanchez,E-33,17,1457,False
PWA,250,689,Julien Taboulet,F-100,17,1457,False
PWA,250,689,Klaas Voget,G-4,17,1457,False
PWA,250,689,Eleazar Alonso Sanchez,E-41,25,1193,False
PWA,250,689,Jonas Ceballos,E-40,25,1193,False
PWA,250,689,Morgan Noireaux,HI-101,25,1193,False
PWA,250,689,Dario Ojeda,E-211,25,1193,False
PWA,250,689,Pablo Ramírez Bolaños,E-244,25,1193,False
PWA,250,689,Aleix Sanllehy,CAT-555,25,1193,False
PWA,250,689,John Skye,K-57,25,1193,False
PWA,250,689,Dieter Van der Eyken,B-35,25,1193,False
PWA,250,690,Daida Ruano Moreno,E-64,1,2100,False
PWA,250,690,Sarah-Quita Offringa,ARU-91,2,2067,False
PWA,250,690,Iballa Ruano Moreno,E-63,3,2034,False
PWA,250,690,Amanda Beenen,H-87,4,2001,False
PWA,250,690,Alice Arutkin,F-111,5,1919,False
PWA,250,690,Lina Erpenstein,G-3,5,1919,False
PWA,250,690,Justyna Sniady,POL-1111,5,1919,False
PWA,250,690,Steffi Wahl,G-303,5,1919,False
PWA,250,690,Silvia Alba Orozco,E-67,9,1721,False
PWA,250,690,Arrianne Aukes,H-131,9,1721,False
PWA,250,690,Nicole Bandini,ITA-613,9,1721,False
PWA,250,690,Sarah Hilder,K-349,9,1721,False
PWA,250,690,Astrid Muldoon,F-002,9,1721,False
PWA,250,690,Waka Nishida,J-700,9,1721,False
PWA,250,690,Caterina Stenta,I-662,9,1721,False
PWA,250,690,Serena Zoia,ESP-17,9,1721,False
PWA,250,690,Birgit Rieger,AUT-32,17,1572,False
PWA,252,694,Victor Fernandez,E-42,1,2100,False
PWA,252,694,Marcilio Browne,BRA-105,2,2067,False
PWA,252,694,Philip Köster,G-44,3,2034,False
PWA,252,694,Alex Mussolini,E-30,4,2001,False
PWA,252,694,Thomas Traversa,F-3,5,1968,False
PWA,252,694,Robby Swift,K-89,6,1935,False
PWA,252,694,Daniel Bruch,G-1181,7,1886,False
PWA,252,694,Jaeger Stone,KA-120,7,1886,False
PWA,252,694,Ricardo Campello,V-111,9,1787,False
PWA,252,694,Adam Lewis,K-516,9,1787,False
PWA,252,694,Aleix Sanllehy,CAT-555,9,1787,False
PWA,252,694,Dieter Van der Eyken,B-35,9,1787,False
PWA,252,694,Jules Denel,FRA-41,13,1655,False
PWA,252,694,Leon Jamaer,G-208,13,1655,False
PWA,252,694,Josep Pons,E-203,13,1655,False
PWA,252,694,Omar Sanchez,E-33,13,1655,False
PWA,252,694,Loick Lesauvage,F-780,17,1457,False
PWA,252,694,Antoine Martin,F-193,17,1457,False
PWA,252,694,Moritz Mauch,G-103,17,1457,False
PWA,252,694,Ben Proffitt,K-800,17,1457,False
PWA,252,694,Julian Salmonn,G-21,17,1457,False
PWA,252,694,John Skye,K-57,17,1457,False
PWA,252,694,Alessio Stillrich,E-95,17,1457,False
PWA,252,694,Klaas Voget,G-4,17,1457,False
PWA,252,694,Graham Ezzy,USA-1,25,1193,False
PWA,252,694,Camille Juban,GPE-8,25,1193,False
PWA,252,694,Florian Jung,G-21,25,1193,False
PWA,252,694,Morgan Noireaux,HI-101,25,1193,False
PWA,252,694,Marc Paré,E-334,25,1193,False
PWA,252,694,Eric Sanllehy,CAT-111,25,1193,False
PWA,252,694,Julien Taboulet,F-100,25,1193,False
PWA,252,694,Tim van Dam Sanchidrian,E-51,25,1193,False
PWA,252,695,Iballa Ruano Moreno,E-63,1,2100,False
PWA,252,695,Daida Ruano Moreno,E-64,2,2067,False
PWA,252,695,Steffi Wahl,G-303,3,2034,False
PWA,252,695,Sarah-Quita Offringa,ARU-91,4,2001,False
PWA,252,695,Amanda Beenen,H-87,5,1968,False
PWA,252,695,Lina Erpenstein,G-3,6,1935,False
PWA,252,695,Alice Arutkin,F-111,7,1886,False
PWA,252,695,Nicole Bandini,ITA-613,7,1886,False
PWA,252,695,Greta Benvenuti,ITA-38,9,1787,False
PWA,252,695,Sarah Hilder,K-349,9,1787,False
PWA,252,695,Justyna Sniady,POL-1111,9,1787,False
PWA,252,695,Caterina Stenta,I-662,9,1787,False
PWA,252,695,María Andrés,E-2,13,1655,False
PWA,252,695,Arrianne Aukes,H-131,13,1655,False
PWA,252,695,Caroline Weber,G-118,13,1655,False
PWA,252,695,Serena Zoia,ESP-17,13,1655,False
PWA,252,695,Alexa Escherich,G-200,17,1556,False
PWA,252,695,Birgit Rieger,AUT-32,17,1556,False
PWA,256,701,Iballa Ruano Moreno,E-63,1,2100,False
PWA,256,701,Daida Ruano Moreno,E-64,2,2067,False
PWA,256,701,Sarah-Quita Offringa,ARU-91,3,2034,False
PWA,256,701,Amanda Beenen,H-87,4,2001,False
PWA,256,701,Alice Arutkin,F-111,5,1919,False
PWA,256,701,Lina Erpenstein,G-3,5,1919,False
PWA,256,701,Justyna Sniady,POL-1111,5,1919,False
PWA,256,701,Steffi Wahl,G-303,5,1919,False
PWA,256,701,Arrianne Aukes,H-131,9,1787,False
PWA,256,701,Maaike Huvermann,NED-108,9,1787,False
PWA,256,701,Caterina Stenta,I-662,9,1787,False
PWA,256,701,Caroline Weber,G-118,9,1787,False
PWA,256,702,Alex Mussolini,E-30,1,2100,False
PWA,256,702,Thomas Traversa,F-3,2,2067,False
PWA,256,702,Jaeger Stone,KA-120,3,2034,False
PWA,256,702,Victor Fernandez,E-42,4,2001,False
PWA,256,702,Daniel Bruch,G-1181,5,1919,False
PWA,256,702,Kenneth Danielsen,D-38,5,1919,False
PWA,256,702,Robby Swift,K-89,5,1919,False
PWA,256,702,Klaas Voget,G-4,5,1919,False
PWA,256,702,Marcilio Browne,BRA-105,9,1721,False
PWA,256,702,Leon Jamaer,G-208,9,1721,False
PWA,256,702,Camille Juban,GPE-8,9,1721,False
PWA,256,702,Antoine Martin,F-193,9,1721,False
PWA,256,702,Moritz Mauch,G-103,9,1721,False
PWA,256,702,John Skye,K-57,9,1721,False
PWA,256,702,Alessio Stillrich,E-95,9,1721,False
PWA,256,702,Dieter Van der Eyken,B-35,9,1721,False
PWA,256,702,Ricardo Campello,V-111,17,1325,False
PWA,256,702,Jules Denel,FRA-41,17,1325,False
PWA,256,702,Max Droege,G-3,17,1325,False
PWA,256,702,Graham Ezzy,USA-1,17,1325,False
PWA,256,702,Gustav Haggstrom,S-7,17,1325,False
PWA,256,702,Florian Jung,G-21,17,1325,False
PWA,256,702,Adam Lewis,K-516,17,1325,False
PWA,256,702,Marc Paré,E-334,17,1325,False
PWA,256,702,Josep Pons,E-203,17,1325,False
PWA,256,702,Ben Proffitt,K-800,17,1325,False
PWA,256,702,Julien Quentel,SXM-421,17,1325,False
PWA,256,702,Pablo Ramírez Bolaños,E-244,17,1325,False
PWA,256,702,Maciek Rutkowski,POL-23,17,1325,False
PWA,256,702,Omar Sanchez,E-33,17,1325,False
PWA,256,702,Aleix Sanllehy,CAT-555,17,1325,False
PWA,256,702,Martin ten Hoeve,H-999,17,1325,False
PWA,258,709,Kevin Pritchard,US-3,1,2100,False
PWA,258,709,Marcilio Browne,BRA-105,2,2067,False
PWA,258,709,Levi Siver,USA-0,3,2034,False
PWA,258,709,Kai Lenny,US-1112,4,2001,False
PWA,258,709,Bernd Roediger,US-1113,5,1968,False
PWA,258,709,Camille Juban,GPE-8,6,1935,False
PWA,258,709,Morgan Noireaux,HI-101,7,1902,False
PWA,258,709,Robby Swift,K-89,8,1869,False
PWA,258,709,Graham Ezzy,USA-1,9,1820,False
PWA,258,709,Kauli Seadi,BRA-253,9,1820,False
PWA,258,709,Ricardo Campello,V-111,11,1754,False
PWA,258,709,Ross Williams,GBR-83,11,1754,False
PWA,258,709,Antoine Martin,F-193,13,1688,False
PWA,258,709,Alex Mussolini,E-30,13,1688,False
PWA,258,709,Leon Jamaer,G-208,15,1622,False
PWA,258,709,Klaas Voget,G-4,15,1622,False
PWA,258,709,Moritz Mauch,G-103,17,1523,False
PWA,258,709,Robby Naish,US-1111,17,1523,False
PWA,258,709,Jason Polakow,KA-1111,17,1523,False
PWA,258,709,Keith Teboul,US-60,17,1523,False
PWA,258,709,Victor Fernandez,E-42,21,1391,False
PWA,258,709,Boujmaa Guilloul,M-3,21,1391,False
PWA,258,709,John Skye,K-57,21,1391,False
PWA,258,709,Julien Taboulet,F-100,21,1391,False
PWA,258,709,Josh Angulo,CV-1,25,1259,False
PWA,258,709,Kai Katchadourian,US-33,25,1259,False
PWA,258,709,Kevin McGillivray,US-527,25,1259,False
PWA,258,709,Michi Schweiger,AUT-54,25,1259,False
PWA,258,709,Diony Guadagnino,V-69,29,1127,False
PWA,258,709,Laurent Guillemin,F-716,29,1127,False
PWA,258,709,Florian Jung,G-21,29,1127,False
PWA,258,709,Bryan Metcalf-Perez,US-505,29,1127,False
PWA,258,709,Jake Schettewi,US-25,33,929,False
PWA,258,709,Zane Kekoa Schweitzer,HI-11,33,929,False
PWA,258,709,Connor Baxter,US-333,33,929,False
PWA,258,709,Russ Faurot,US-785,33,929,False
PWA,258,709,Pascal Hardy,KC-991,33,929,False
PWA,258,709,Federico Morisio,I-676,33,929,False
PWA,258,709,Marc Paré,E-334,33,929,False
PWA,258,709,Aleix Sanllehy,CAT-555,33,929,False
PWA,258,709,Chris Freeman,K-97,41,665,False
PWA,258,709,Casey Hauser,US-634,41,665,False
PWA,258,709,Loick Lesauvage,F-780,41,665,False
PWA,258,709,Ferdinando Loffreda,HI-1001,41,665,False
PWA,258,709,Joey Sanchez,US-37,41,665,False
PWA,258,709,Jaeger Stone,KA-120,41,665,False
PWA,258,709,Josh Stone,USA-6,41,665,False
PWA,258,709,Brian Talma,KBA-8,41,665,False
PWA,258,710,Sarah-Quita Offringa,ARU-91,1,2100,False
PWA,258,710,Sarah Hauser,NC-6,2,2067,False
PWA,258,710,Junko Nagoshi,J-11,3,2034,False
PWA,258,710,Fiona Wylde,US-11,4,2001,False
PWA,258,710,Motoko Sato,J-0,5,1968,False
PWA,258,710,Tatiana Howard,US-16,6,1935,False
PWA,258,710,Shawna Cropas,KC-99,7,1902,False
PWA,258,710,Jessica Crisp,AUS-15,8,1869,False
PWA,258,710,Alice Arutkin,F-111,9,1820,False
PWA,258,710,Ingrid Larouche,CAN-66,9,1820,False
PWA,258,710,María Andrés,E-2,11,1754,False
PWA,258,710,Amanda Beenen,H-87,11,1754,False
PWA,258,710,Vickey Abbot,AWT-3,13,1655,False
PWA,258,710,Lena Erdil,GER-33,13,1655,False
PWA,258,710,Colette Guadagnino,V-711,13,1655,False
PWA,258,710,Tiffany Ward,US-69,13,1655,False
PWA,258,710,Ashley Baxter,US-77,17,1523,False
PWA,258,710,Sam Bittner,AWT-1,17,1523,False
PWA,258,710,Minako Mori,J-375,17,1523,False
PWA,258,710,Annamaria Zollet,I-908,17,1523,False
