event_href,event_name,id,category_codes,event_id,elimination_names,year,section,ladder_url
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=332&cHash=3dba48be016aafe08e7080c96be9c9e6,2022 Mercedes-Benz World Cup Sylt *******,2267,"['723', '721', '730', '729', '728', '727', '725', '724', '720', '722', '712', '713', '715', '719', '718', '717', '716']",332,"['Mens 2022 Mercedes-Benz World Cup Sylt ******* Mens Freestyle elimination 1(double)', 'Mens 2022 Mercedes-Benz World Cup Sylt ******* Mens Wave elimination double elimination', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 11', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 10', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 9', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 8', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 7', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 6', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 5', 'Womens 2022 Mercedes-Benz World Cup Sylt ******* Women Wave elimination double elimination', 'Mens 2022 Mercedes-Benz World Cup Sylt ******* Mens Wave elimination', 'Womens 2022 Mercedes-Benz World Cup Sylt ******* Women Wave elimination', 'Mens 2022 Mercedes-Benz World Cup Sylt ******* Mens Freestyle elimination 1', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 4', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 3', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 2', '2022 Mercedes-Benz World Cup Sylt ******* Mens Slalom Elimination 1']",2022,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=332
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=334&cHash=402bd06b998a60bf33c79052c6c6aca0,"2022 Fly! ANA Yokosuka, Miura, Windsurf World Cup, Japan *****",2267,"['742', '743', '741', '739', '738', '735', '736', '737', '734', '733', '731', '732']",334,"['2022 Windsurf World Cup, Yokosuka Japan ***** Mens Slalom Elimination 5', '2022 Windsurf World Cup, Yokosuka Japan ***** Womens Slalom Elimination 5', '2022 Windsurf World Cup, Yokosuka Japan ***** Mens Slalom Elimination 4', '2022 Windsurf World Cup, Yokosuka Japan ***** Womens Slalom Elimination 4', '2022 Windsurf World Cup, Yokosuka Japan ***** Mens Slalom Elimination 4', '2022 Windsurf World Cup, Yokosuka Japan ***** Mens Slalom Elimination 3', '2022 Windsurf World Cup, Yokosuka Japan ***** Womens Slalom Elimination 3', '2022 Windsurf World Cup, Yokosuka Japan ***** Womens Slalom Elimination 4', '2022 Windsurf World Cup, Yokosuka Japan ***** Mens Slalom Elimination 2', '2022 Windsurf World Cup, Yokosuka Japan ***** Womens Slalom Elimination 2', '2022 Windsurf World Cup, Yokosuka Japan ***** Mens Slalom Elimination 1', '2022 Windsurf World Cup, Yokosuka Japan ***** Womens Slalom Elimination 1']",2022,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=334
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=308&cHash=d3b08197b3dc9150666d4d74361fd772,2021 Tiberias Israel PWA World Cup *****,2253,"['690', '694', '691', '693', '686', '692', '688', '689', '685', '687', '684', '682', '681', '679', '671', '672', '675']",308,"['2021 Tiberias Israel PWA World Cup ***** Womens Foil Elimination 4', '2021 Tiberias Israel PWA World Cup ***** Mens Slalom Elimination 7', '2021 Tiberias Israel PWA World Cup ***** Mens Slalom Elimination 6', '2021 Tiberias Israel PWA World Cup ***** Womens Slalom Elimination 6', '2021 Tiberias Israel PWA World Cup ***** Womens Foil Elimination 3', '2021 Tiberias Israel PWA World Cup ***** Womens Slalom Elimination 5', '2021 Tiberias Israel PWA World Cup ***** Mens Slalom Elimination 5', '2021 Tiberias Israel PWA World Cup ***** Womens Slalom Elimination 4', '2021 Tiberias Israel PWA World Cup ***** Womens Slalom Elimination 3', '2021 Tiberias Israel PWA World Cup ***** Mens Slalom Elimination 4', '2021 Tiberias Israel PWA World Cup ***** Womens Foil Elimination 2', '2021 Tiberias Israel PWA World Cup ***** Mens Slalom Elimination 3', '2021 Tiberias Israel PWA World Cup ***** Womens Slalom Elimination 2', '2021 Tiberias Israel PWA World Cup ***** Mens Slalom Elimination 2', '2021 Tiberias Israel PWA World Cup ***** Womens Foil Elimination 1', '2021 Tiberias Israel PWA World Cup ***** Womens Slalom Elimination 1', '2021 Tiberias Israel PWA World Cup ***** Mens Slalom Elimination 1']",2021,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=308
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=322&cHash=a9699db711a425e197aadb6e7ff69685,"SOMWR 10 x Marignane PWA Grand Slam, Presented by Greentech Festival******",2253,"['695', '696', '698', '699', '700', '701', '702', '703', '704']",322,"['Mens Slalom Elimination 1', 'Womens Foil Elimination 1', 'Womens Slalom Elimination 1', 'Mens Wave elimination', 'Mens Freestyle elimination 1', ""Women's Freestyle elimination 1"", ""Women's Wave elimination"", 'Womens Freestyle elimination 1(double)', 'Mens Freestyle elimination 1(double)']",2021,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=322
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=280&cHash=6274455bc7f9c27cf27daa8e52c1cda7,2019 Forsa Bonaire PWA World Cup,2208,"['528', '531', '530', '529']",280,"['Mens 2019 Forsa Bonaire PWA World Cup Mens Freestyle elimination 1', 'Mens 2019 Forsa Bonaire PWA World Cup Mens Freestyle elimination 1(double)', 'Womens 2019 Forsa Bonaire PWA World Cup Womens Freestyle elimination 1(double)', 'Womens 2019 Forsa Bonaire PWA World Cup Womens Freestyle elimination 1']",2019,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=280
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=281&cHash=8d784f90bc70894be45d36de1d6d2aff,2019 Marignane PWA World Cup,2208,"['535', '534', '536']",281,"['2019 Marignane PWA World Cup Mens Slalom Elimination 1', '2019 Marignane PWA World Cup Womens Slalom Elimination 1', '2019 Marignane PWA World Cup Mens Slalom Elimination 2']",2019,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=281
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=282&cHash=ff03281c584870e4091d5c51033d6073,"2019 Fly! ANA Windsurf World Cup, Yokosuka Japan",2208,"['551', '552', '550', '547', '548', '546', '539', '538', '545', '544', '543', '542', '541', '537']",282,"['2019 Fly! ANA Windsurf World Cup, Yokosuka Japan Womens Foil Elimination 7', '2019 Fly! ANA Windsurf World Cup, Yokosuka Japan Womens Foil Elimination 8', '2019 Fly! ANA Windsurf World Cup, Yokosuka Japan Mens Foil Elimination 4', '2019 Fly! ANA Windsurf World Cup, Yokosuka Japan Womens Foil Elimination 6', '2019 Fly! ANA Windsurf World Cup, Yokosuka Japan Womens Foil Elimination 5', '2019 Fly! ANA Windsurf World Cup, Yokosuka Japan Mens Foil Elimination 3', '2019 Fly! ANA Windsurf World Cup, Yokosuka Japan Mens Slalom Elimination 1', '2019 Fly! ANA Windsurf World Cup, Yokosuka Japan Mens Foil Elimination 1', '2019 Fly! ANA Windsurf World Cup, Yokosuka Japan Womens Foil Elimination 4', '2019 Fly! ANA Windsurf World Cup, Yokosuka Japan Womens Foil Elimination 3', '2019 Fly! ANA Windsurf World Cup, Yokosuka Japan Mens Foil Elimination 2', '2019 Fly! ANA Windsurf World Cup, Yokosuka Japan Womens Foil Elimination 2', '2019 Fly! ANA Windsurf World Cup, Yokosuka Japan Womens Foil Elimination 1', '2019 Fly! ANA Windsurf World Cup, Yokosuka Japan Womens Slalom Elimination 1']",2019,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=282
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=283&cHash=e3b52413e476af2d55b6168a6e80da89,"2019 Ulsan PWA World Cup, Korea",2208,"['567', '565', '566', '563', '562', '564', '560', '561', '556', '559', '558', '557', '555', '553']",283,"['2019 Ulsan PWA World Cup, Korea Womens Slalom Elimination 4', '2019 Ulsan PWA World Cup, Korea Mens Slalom Elimination 3', '2019 Ulsan PWA World Cup, Korea Womens Slalom Elimination 3', '2019 Ulsan PWA World Cup, Korea Womens Slalom Elimination 2', '2019 Ulsan PWA World Cup, Korea Mens Slalom Elimination 2', '2019 Ulsan PWA World Cup, Korea Womens Foil Elimination 6', '2019 Ulsan PWA World Cup, Korea Womens Foil Elimination 5', '2019 Ulsan PWA World Cup, Korea Womens Slalom Elimination 1', '2019 Ulsan PWA World Cup, Korea Mens Slalom Elimination 1', '2019 Ulsan PWA World Cup, Korea Womens Foil Elimination 4', '2019 Ulsan PWA World Cup, Korea Womens Foil Elimination 3', '2019 Ulsan PWA World Cup, Korea Womens Foil Elimination 2', '2019 Ulsan PWA World Cup, Korea Womens Foil Elimination 1', '2019 Ulsan PWA World Cup, Korea Womens Slalom Elimination 1']",2019,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=283
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=284&cHash=4c2099ed853fb05c69a00328e8ac7ec6,2019 Catalunya Costa Brava PWA World Cup,2208,"['574', '573', '572', '578', '577', '576', '571', '570', '569', '568']",284,"['2019 Catalunya Costa Brava PWA World Cup Mens Foil Elimination 7', '2019 Catalunya Costa Brava PWA World Cup Mens Foil Elimination 6', '2019 Catalunya Costa Brava PWA World Cup Mens Foil Elimination 5', '2019 Catalunya Costa Brava PWA World Cup Mens Foil Elimination 10', '2019 Catalunya Costa Brava PWA World Cup Mens Foil Elimination 9', '2019 Catalunya Costa Brava PWA World Cup Mens Foil Elimination 8', '2019 Catalunya Costa Brava PWA World Cup Mens Foil Elimination 4', '2019 Catalunya Costa Brava PWA World Cup Mens Foil Elimination 3', '2019 Catalunya Costa Brava PWA World Cup Mens Foil Elimination 2', '2019 Catalunya Costa Brava PWA World Cup Mens Foil Elimination 1']",2019,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=284
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=286&cHash=86563a7fef38b80cc2236d4be71de045,2019 Gran Canaria PWA World Cup,2208,"['584', '583', '579', '582']",286,"['Mens 2019 Gran Canaria PWA World Cup Mens Wave elimination double elimination', 'Womens 2019 Gran Canaria PWA World Cup Women Wave elimination double elimination', 'Mens 2019 Gran Canaria PWA World Cup Mens Wave elimination', 'Womens 2019 Gran Canaria PWA World Cup Women Wave elimination']",2019,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=286
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=287&cHash=eddb2d86cfaefa225225717b6c446558,2019 Fuerteventura PWA Grand Slam,2208,"['597', '598', '595', '596', '594', '593', '592', '591', '590', '589', '588', '586', '585']",287,"['Mens 2019 Fuerteventura PWA Grand Slam Mens Freestyle elimination 1(double)', 'Womens 2019 Fuerteventura PWA Grand Slam Womens Freestyle elimination 1(double)', 'Womens 2019 Fuerteventura PWA Grand Slam Womens Freestyle elimination 1', 'Mens 2019 Fuerteventura PWA Grand Slam Mens Freestyle elimination 1', '2019 Fuerteventura PWA Grand Slam Mens Slalom Elimination 9', '2019 Fuerteventura PWA Grand Slam Mens Slalom Elimination 8', '2019 Fuerteventura PWA Grand Slam Mens Slalom Elimination 7', '2019 Fuerteventura PWA Grand Slam Mens Slalom Elimination 6', '2019 Fuerteventura PWA Grand Slam Mens Slalom Elimination 5', '2019 Fuerteventura PWA Grand Slam Mens Slalom Elimination 4', '2019 Fuerteventura PWA Grand Slam Mens Slalom Elimination 3', '2019 Fuerteventura PWA Grand Slam Mens Slalom Elimination 2', '2019 Fuerteventura PWA Grand Slam Mens Slalom Elimination 1']",2019,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=287
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=288&cHash=279f6bdb5eba0202a63126f9db5064c8,2019 Tenerife PWA World Cup,2208,"['601', '602']",288,"['Mens 2019 Tenerife PWA World Cup Mens Wave elimination', 'Womens 2019 Tenerife PWA World Cup Women Wave elimination']",2019,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=288
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=289&cHash=f771957e29cf7ecd18d6bec6d4b9fc40,"2019 Waterz Festival, Hvide Sande, Denmark",2208,"['621', '623', '622', '619', '620', '617', '618', '615', '616', '612', '614', '610', '613', '611', '609', '607', '608', '606', '605', '604', '603']",289,"['2019 Waterz Festival, Hvide Sande, Denmark Mens Slalom Elimination 9', '2019 Waterz Festival, Hvide Sande, Denmark Womens Slalom Elimination 11', '2019 Waterz Festival, Hvide Sande, Denmark Womens Slalom Elimination 10', '2019 Waterz Festival, Hvide Sande, Denmark Mens Slalom Elimination 8', '2019 Waterz Festival, Hvide Sande, Denmark Womens Slalom Elimination 9', '2019 Waterz Festival, Hvide Sande, Denmark Mens Slalom Elimination 7', '2019 Waterz Festival, Hvide Sande, Denmark Womens Slalom Elimination 8', '2019 Waterz Festival, Hvide Sande, Denmark Mens Slalom Elimination 6', '2019 Waterz Festival, Hvide Sande, Denmark Womens Slalom Elimination 7', '2019 Waterz Festival, Hvide Sande, Denmark Mens Slalom Elimination 5', '2019 Waterz Festival, Hvide Sande, Denmark Womens Slalom Elimination 6', '2019 Waterz Festival, Hvide Sande, Denmark Womens Slalom Elimination 5', '2019 Waterz Festival, Hvide Sande, Denmark Womens Slalom Elimination 6', '2019 Waterz Festival, Hvide Sande, Denmark Mens Slalom Elimination 4', '2019 Waterz Festival, Hvide Sande, Denmark Womens Slalom Elimination 4', '2019 Waterz Festival, Hvide Sande, Denmark Mens Slalom Elimination 3', '2019 Waterz Festival, Hvide Sande, Denmark Womens Slalom Elimination 3', '2019 Waterz Festival, Hvide Sande, Denmark Mens Slalom Elimination 2', '2019 Waterz Festival, Hvide Sande, Denmark Womens Slalom Elimination 2', '2019 Waterz Festival, Hvide Sande, Denmark Womens Slalom Elimination 1', '2019 Waterz Festival, Hvide Sande, Denmark Mens Slalom Elimination 1']",2019,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=289
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=291&cHash=1fb8687881e6356a95cd1858c9350fc4,2019 Mercedes-Benz World Cup Sylt,2208,"['639', '638', '637', '636', '635', '634', '633', '632', '631', '630', '629', '628', '627', '626', '624', '625']",291,"['2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 10', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 9', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 8', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 7', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 6', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 5', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 4', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 3', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 2', '2019 Mercedes-Benz World Cup Sylt Mens Foil Elimination 1', 'Mens 2019 Mercedes-Benz World Cup Sylt Mens Freestyle elimination 1(double)', 'Mens 2019 Mercedes-Benz World Cup Sylt Mens Wave elimination double elimination', 'Womens 2019 Mercedes-Benz World Cup Sylt Women Wave elimination double elimination', 'Mens 2019 Mercedes-Benz World Cup Sylt Mens Wave elimination', 'Mens 2019 Mercedes-Benz World Cup Sylt Mens Freestyle elimination 1', 'Womens 2019 Mercedes-Benz World Cup Sylt Women Wave elimination']",2019,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=291
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=292&cHash=cc058d18cbcc3264d63d7f813c1a2a19,2019 Mercedes-Benz Aloha Classic,2208,"['642', '643', '641', '640']",292,"['Mens 2019 Maui Aloha Classic Mens Wave elimination double elimination', 'Womens 2019 Maui Aloha Classic Women Wave elimination double elimination', 'Mens 2019 Maui Aloha Classic Mens Wave elimination', 'Womens 2019 Maui Aloha Classic Women Wave elimination']",2019,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=292
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=293&cHash=9a1388d6d8716b273247f0040873b7d0,2019 Bureau Vallée Dream Cup,2208,"['667', '668', '665', '666', '664', '663', '661', '662', '659', '660', '658', '657', '655', '656', '653', '654', '651', '652', '649', '650', '647', '648']",293,"['2019 Noumea Dream Cup Mens Slalom Elimination 11', '2019 Noumea Dream Cup Womens Slalom Elimination 11', '2019 Noumea Dream Cup Mens Slalom Elimination 10', '2019 Noumea Dream Cup Womens Slalom Elimination 10', '2019 Noumea Dream Cup Mens Slalom Elimination 9', '2019 Noumea Dream Cup Womens Slalom Elimination 9', '2019 Noumea Dream Cup Mens Slalom Elimination 8', '2019 Noumea Dream Cup Womens Slalom Elimination 8', '2019 Noumea Dream Cup Mens Slalom Elimination 7', '2019 Noumea Dream Cup Womens Slalom Elimination 7', '2019 Noumea Dream Cup Mens Slalom Elimination 6', '2019 Noumea Dream Cup Womens Slalom Elimination 6', '2019 Noumea Dream Cup Womens Slalom Elimination 5', '2019 Noumea Dream Cup Mens Slalom Elimination 5', '2019 Noumea Dream Cup Mens Slalom Elimination 4', '2019 Noumea Dream Cup Womens Slalom Elimination 4', '2019 Noumea Dream Cup Mens Slalom Elimination 3', '2019 Noumea Dream Cup Womens Slalom Elimination 3', '2019 Noumea Dream Cup Mens Slalom Elimination 2', '2019 Noumea Dream Cup Womens Slalom Elimination 2', '2019 Noumea Dream Cup Mens Slalom Elimination 1', '2019 Noumea Dream Cup Womens Slalom Elimination 1']",2019,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=293
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=279&cHash=66c144d5e94db7452f8b54bda7247dae,Morocco,2180,"['425', '423']",279,"['Womens 2018 Morocco Women Wave elimination double elimination', 'Womens 2018 Morocco Women Wave elimination']",2018,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=279
https://www.pwaworldtour.com/index.php?id=38&tx_pwaevent_pi1%5BshowUid%5D=271&cHash=8b6a93de44264aa738854cc5ad8ed084,"Fly! ANA Windsurf World Cup, Yokosuka Japan",2180,"['439', '438', '431', '437', '435', '429', '434', '432']",271,"['2018 Fly! ANA Windsurf World Cup, Yokosuka Japan Mens Foil Elimination 4', '2018 Fly! ANA Windsurf World Cup, Yokosuka Japan Mens Foil Elimination 3', '2018 Fly! ANA Windsurf World Cup, Yokosuka Japan Mens Slalom Elimination 1', '2018 Fly! ANA Windsurf World Cup, Yokosuka Japan Mens Slalom Elimination 2', '2018 Fly! ANA Windsurf World Cup, Yokosuka Japan Womens Slalom Elimination 2', '2018 Fly! ANA Windsurf World Cup, Yokosuka Japan Womens Slalom Elimination 1', '2018 Fly! ANA Windsurf World Cup, Yokosuka Japan Mens Foil Elimination 2', '2018 Fly! ANA Windsurf World Cup, Yokosuka Japan Mens Foil Elimination 1']",2018,Completed events,https://www.pwaworldtour.com/index.php?id=1900&type=21&tx_pwaevent_pi1%5Baction%5D=ladders&tx_pwaevent_pi1%5BshowUid%5D=271
