source,event_id,eventDivisionid,Name,sail_no,athlete_id,place,Points
PWA,279,425,Andre Paskowski,G-2,Paskowski_G-2,0,1968
PWA,279,425,Antony Ruenes,F-85,Ruenes_F-85,0,1935
PWA,279,425,Nicolas Akgazciyan,F-400,Akgazciyan_F-400,0,1886
PWA,279,425,Kiri Thode,NB-61,Thode_NB-61,0,1886
PWA,279,425,Elton (Taty) Frans,NB-9,(Taty) Frans_NB-9,0,1787
PWA,279,425,Normen Günzlein,G-186,Günzlein_G-186,0,1787
PWA,279,425,Leo Ray,F-200,Ray_F-200,0,1787
PWA,279,425,Thomas Traversa,F-3,Traversa_F-3,0,1787
PWA,279,425,Remko de Weerd,H-23,de Weerd_H-23,0,1655
PWA,279,425,Douglas Diaz,V-34,Diaz_V-34,0,1655
PWA,279,425,Kevin Mevissen,H-79,Mevissen_H-79,0,1655
PWA,279,425,Kauli Seadi,BRA-253,Seadi_BRA-253,0,1655
PWA,279,425,Jakub Kosmowski,POL-288,Kosmowski_POL-288,0,1457
PWA,279,425,Ian Mouro Lemos,BRA-85,Mouro Lemos_BRA-85,0,1457
PWA,279,425,Quincy Offringa,ARU-10,Offringa_ARU-10,0,1457
PWA,279,425,Antxon Otaegui,E-169,Otaegui_E-169,0,1457
PWA,279,425,Mattia Pedrani,I-00,Pedrani_I-00,0,1457
PWA,279,425,Daniel Schenk,G-803,Schenk_G-803,0,1457
PWA,279,425,Tine Slabe,SLO-6,Slabe_SLO-6,0,1457
PWA,279,425,Philip Soltysiak,CAN-9,Soltysiak_CAN-9,0,1457
PWA,279,425,Jonas Ceballos,E-40,Ceballos_E-40,0,1193
PWA,279,425,Victor Fernandez,E-42,Fernandez_E-42,0,1193
PWA,279,425,Tyson Poor,US-22,Poor_US-22,0,1193
PWA,279,425,Michael Roßmeier,AUT-256,Roßmeier_AUT-256,0,1193
PWA,279,425,Colin Sifferlen,NC-4,Sifferlen_NC-4,0,1193
PWA,279,425,John Skye,K-57,Skye_K-57,0,1193
PWA,279,425,Klaas Voget,G-4,Voget_G-4,0,1193
PWA,279,425,Fabian Weber,G-999,Weber_G-999,0,1193
PWA,275,500,"Jose ""Gollito"" Estredo",V-10,"""Gollito"" Estredo_V-10",1,2100
PWA,275,500,Kiri Thode,NB-61,Thode_NB-61,2,2067
PWA,275,500,Everon (Tonky) Frans,NB-7,(Tonky) Frans_NB-7,3,2034
PWA,275,500,Philip Soltysiak,CAN-9,Soltysiak_CAN-9,4,2001
PWA,275,500,"João ""Janjão"" Henrique",BRA-291,"""Janjão"" Henrique_BRA-291",5,1919
PWA,275,500,Yegor Popretinskiy,RUS-11,Popretinskiy_RUS-11,5,1919
PWA,275,500,Björn Saragoza,NB-11,Saragoza_NB-11,5,1919
PWA,275,500,Steven Van Broeckhoven,B-72,Van Broeckhoven_B-72,5,1919
PWA,275,500,Levi Lenz,BRA-91,Lenz_BRA-91,9,1721
PWA,275,500,Nicolas Akgazciyan,F-400,Akgazciyan_F-400,9,1721
PWA,275,500,Ian Mouro Lemos,BRA-85,Mouro Lemos_BRA-85,9,1721
PWA,275,500,Quincy Offringa,ARU-10,Offringa_ARU-10,9,1721
PWA,275,500,Antxon Otaegui,E-169,Otaegui_E-169,9,1721
PWA,275,500,Davy Scheffers,H-311,Scheffers_H-311,9,1721
PWA,275,500,Maarten van Ochten,H-73,van Ochten_H-73,9,1721
PWA,275,500,Andraž Žan,SLO-49,Žan_SLO-49,9,1721
PWA,275,500,Adrian Beholz,G-888,Beholz_G-888,17,1325
PWA,275,500,Andy 'Bubble' Chambers,K-540,'Bubble' Chambers_K-540,17,1325
PWA,275,500,Elton (Taty) Frans,NB-9,(Taty) Frans_NB-9,17,1325
PWA,275,500,Edvan Souza,BRA-250,Souza_BRA-250,17,1325
PWA,275,500,Dai Nagamine,J-111,Nagamine_J-111,17,1325
PWA,275,500,Mattia Pedrani,I-00,Pedrani_I-00,17,1325
PWA,275,500,Damien Potier,F-01,Potier_F-01,17,1325
PWA,275,500,Leo Ray,F-200,Ray_F-200,17,1325
PWA,275,500,Max Rowe,K-20,Rowe_K-20,17,1325
PWA,275,500,Antony Ruenes,F-85,Ruenes_F-85,17,1325
PWA,275,500,Dieter Van der Eyken,B-35,Van der Eyken_B-35,17,1325
PWA,275,500,Loïc Viandier,F-2,Viandier_F-2,17,1325
PWA,275,500,Tomasz Wieczorek,POL-589,Wieczorek_POL-589,17,1325
PWA,275,500,Paul Zeper,H-115,Zeper_H-115,17,1325
PWA,275,500,Endro Finies,NB-77,Finies_NB-77,17,1325
PWA,275,500,Deivis Paternina Teran,V-04,Paternina Teran_V-04,17,1325
PWA,275,500,Adrien Bosson,F-296,Bosson_F-296,33,0
PWA,275,500,Danilo Menezes da Silva,BRA-83,Menezes da Silva_BRA-83,33,0
PWA,275,500,Arthur Pollet,F-00,Pollet_F-00,33,0
PWA,275,501,Sarah-Quita Offringa,ARU-91,Offringa_ARU-91,1,2100
PWA,275,501,Yolanda Freites de Brendt,V-26,Freites de Brendt_V-26,2,2067
PWA,275,501,Laure Treboux,SUI-4,Treboux_SUI-4,3,2034
PWA,275,501,Junko Nagoshi,J-11,Nagoshi_J-11,4,2001
PWA,275,501,Xenia Kessler,D-211,Kessler_D-211,5,1968
PWA,275,501,Nayra Alonso,E-4,Alonso_E-4,6,1935
PWA,275,501,Olya Raskina,14,Raskina_14,7,1886
PWA,275,501,Heike Reimann,G-545,Reimann_G-545,7,1886
PWA,275,501,Arrianne Aukes,H-131,Aukes_H-131,9,1836
PWA,275,498,Björn Dunkerbeck,ESP-11,Dunkerbeck_ESP-11,1,2100
PWA,275,498,Antoine Albeau,F-192,Albeau_F-192,2,2067
PWA,275,498,Cyril Moussilmani,F-71,Moussilmani_F-71,3,2034
PWA,275,498,Micah Buzianis,USA-34,Buzianis_USA-34,4,2001
PWA,275,498,Ross Williams,GBR-83,Williams_GBR-83,5,1968
PWA,275,498,Sylvain Moussilmani,F-007,Moussilmani_F-007,6,1935
PWA,275,498,Benoit Moussilmani,F-1,Moussilmani_F-1,7,1902
PWA,275,498,Kevin Pritchard,US-3,Pritchard_US-3,8,1869
PWA,275,498,Pierre Mortefon,F-14,Mortefon_F-14,9,1836
PWA,275,498,Finian Maynard,KV-11,Maynard_KV-11,10,1803
PWA,275,498,Jimmy Diaz,ISV-11,Diaz_ISV-11,11,1770
PWA,275,498,Wojtek Brzozowski,POL-10,Brzozowski_POL-10,12,1737
PWA,275,498,Steve Allen,AUS-0,Allen_AUS-0,13,1704
PWA,275,498,Alberto Menegatti,ITA-4,Menegatti_ITA-4,14,1655
PWA,275,498,Julien Quentel,SXM-421,Quentel_SXM-421,14,1655
PWA,275,498,Jules Denel,FRA-41,Denel_FRA-41,16,1589
PWA,275,498,Ben Van Der Steen,NED-57,Van Der Steen_NED-57,16,1589
PWA,275,498,Cedric Bordes,FRA-91,Bordes_FRA-91,18,1539
PWA,275,498,Antoine Questel,FRA-99,Questel_FRA-99,19,1506
PWA,275,498,Jesper Orth,AUS-10,Orth_AUS-10,20,1473
PWA,275,498,Pascal Toselli,F-916,Toselli_F-916,21,1440
PWA,275,498,Nicolas Warembourg,FRA-531,Warembourg_FRA-531,22,1407
PWA,275,498,Peter Volwater,H-24,Volwater_H-24,23,1374
PWA,275,498,John Benamati,E-313,Benamati_E-313,24,1325
PWA,275,498,Ertugrul Icingir,TUR-1,Icingir_TUR-1,24,1325
PWA,275,498,Andrea Cucchi,I-1,Cucchi_I-1,26,1275
PWA,275,498,Patrik Diethelm,SUI-20,Diethelm_SUI-20,27,1226
PWA,275,498,Ludovic Jossin,E-12,Jossin_E-12,27,1226
PWA,275,498,Dmytro Davydenko,UKR-2,Davydenko_UKR-2,29,1143
PWA,275,498,Tomas Malina,CZE-109,Malina_CZE-109,29,1143
PWA,275,498,Tine Slabe,SLO-6,Slabe_SLO-6,29,1143
PWA,275,498,Fernando Martinez,ESP-71,Martinez_ESP-71,32,1077
PWA,275,498,Damien Le Guen,FRA-86,Le Guen_FRA-86,33,1044
PWA,275,498,Tomohiko Suzuki,J-85,Suzuki_J-85,34,995
PWA,275,498,Manuel Zugsbratl,AUT-230,Zugsbratl_AUT-230,34,995
PWA,275,498,Enes Yilmazer,TUR-2,Yilmazer_TUR-2,36,945
PWA,275,498,Arnon Dagan,ISR-1,Dagan_ISR-1,37,912
PWA,275,498,Maxime Lhuillier,FRA-25,Lhuillier_FRA-25,38,879
PWA,275,498,Alexandre Cousin,FRA-752,Cousin_FRA-752,39,830
PWA,275,498,Diony Guadagnino,V-69,Guadagnino_V-69,39,830
PWA,275,498,Gonzalo Costa Hoevel,ARG-3,Costa Hoevel_ARG-3,41,780
PWA,275,498,Robby Swift,K-89,Swift_K-89,42,747
PWA,275,498,Gabriel Browne,BRA-6,Browne_BRA-6,43,681
PWA,275,498,Dan Ellis,K-52,Ellis_K-52,43,681
PWA,275,498,Remzi Kocakiran,TUR-36,Kocakiran_TUR-36,43,681
PWA,275,498,Josh Angulo,CV-1,Angulo_CV-1,46,615
PWA,275,498,Yoann Fleury,FRA-730,Fleury_FRA-730,47,500
PWA,275,498,Maxime Gaubert,F-499,Gaubert_F-499,47,500
PWA,275,498,Kurosh Kiani,D-83,Kiani_D-83,47,500
PWA,275,498,Aurelien Le Metayer,FRA-105,Le Metayer_FRA-105,47,500
PWA,275,498,Ramon Pastor,E-72,Pastor_E-72,47,500
PWA,275,498,Christoph Pressler,AUT-226,Pressler_AUT-226,47,500
PWA,275,498,Gábor Koszti,HUN-90,Koszti_HUN-90,53,351
PWA,275,498,Fredrik Lindberg,NOR-2,Lindberg_NOR-2,53,351
PWA,275,498,Maciej Rutkowski,POL-23,Rutkowski_POL-23,53,351
PWA,275,498,Joan Llop Oliveras,CAT-26,Llop Oliveras_CAT-26,56,250
PWA,275,498,Mike Porter,ISV-2,Porter_ISV-2,56,250
PWA,275,498,Eric Sanllehy,CAT-111,Sanllehy_CAT-111,56,250
PWA,275,498,Koji Kano,JPN-63,Kano_JPN-63,59,186
PWA,275,499,Karin Jaggi,SUI-14,Jaggi_SUI-14,1,2100
PWA,275,499,Valérie Arrighetti Ghibaudo,FRA-444,Arrighetti Ghibaudo_FRA-444,2,2067
PWA,275,499,Sarah-Quita Offringa,ARU-91,Offringa_ARU-91,3,2034
PWA,275,499,Alice Arutkin,F-111,Arutkin_F-111,4,2001
PWA,275,499,Lise Vidal,F-19,Vidal_F-19,5,1968
PWA,275,499,Cagla Kubat,TUR-75,Kubat_TUR-75,6,1935
PWA,275,499,Sarah Hebert,ARM-1,Hebert_ARM-1,7,1902
PWA,275,499,Lena Erdil,GER-33,Erdil_GER-33,8,1869
PWA,275,499,Morane Demont,FRA-59,Demont_FRA-59,9,1836
PWA,275,499,Fanny Aubet,FRA-809,Aubet_FRA-809,10,1803
PWA,275,499,Delphine Cousin Questel,FRA-775,Cousin Questel_FRA-775,11,1770
PWA,275,499,Olivia Piana,FRA-51,Piana_FRA-51,12,1737
PWA,275,499,Ayako Suzuki,JPN-61,Suzuki_JPN-61,13,1704
PWA,275,499,Greta Benvenuti,ITA-38,Benvenuti_ITA-38,14,1671
PWA,275,499,Lilian De Geus,NED-171,De Geus_NED-171,15,1638
PWA,275,499,Cécile Decourt,F-49,Decourt_F-49,16,1605
PWA,275,499,Burce Vardarli,TUR-107,Vardarli_TUR-107,17,1572
PWA,275,499,Aida Macià Gual,CAT-85,Macià Gual_CAT-85,18,1539
PWA,275,499,Esther De Geus,NED-172,De Geus_NED-172,19,1506
PWA,275,499,Monique Meijer,NB-28,Meijer_NB-28,20,1473
PWA,275,499,Valentina Crugnola,ITA-8,Crugnola_ITA-8,21,1440
PWA,277,513,Victor Fernandez,E-42,Fernandez_E-42,1,2100
PWA,277,513,Philip Köster,G-44,Köster_G-44,2,2067
PWA,277,513,Ricardo Campello,V-111,Campello_V-111,3,2034
PWA,277,513,Dario Ojeda,E-211,Ojeda_E-211,4,2001
PWA,277,513,Marcilio Browne,BRA-105,Browne_BRA-105,5,1968
PWA,277,513,Robby Swift,K-89,Swift_K-89,6,1935
PWA,277,513,Daniel Bruch,G-1181,Bruch_G-1181,7,1886
PWA,277,513,Marcos Pérez,E-7,Pérez_E-7,7,1886
PWA,277,513,Jonas Ceballos,E-40,Ceballos_E-40,9,1787
PWA,277,513,Alex Mussolini,E-30,Mussolini_E-30,9,1787
PWA,277,513,Kauli Seadi,BRA-253,Seadi_BRA-253,9,1787
PWA,277,513,Klaas Voget,G-4,Voget_G-4,9,1787
PWA,277,513,Ben Proffitt,K-800,Proffitt_K-800,13,1655
PWA,277,513,John Skye,K-57,Skye_K-57,13,1655
PWA,277,513,Thomas Traversa,F-3,Traversa_F-3,13,1655
PWA,277,513,Ross Williams,GBR-83,Williams_GBR-83,13,1655
PWA,277,513,Antoine Albeau,F-192,Albeau_F-192,17,1457
PWA,277,513,Eleazar Alonso Sanchez,E-41,Alonso Sanchez_E-41,17,1457
PWA,277,513,Kenneth Danielsen,D-38,Danielsen_D-38,17,1457
PWA,277,513,Jules Denel,FRA-41,Denel_FRA-41,17,1457
PWA,277,513,"Jose ""Gollito"" Estredo",V-10,"""Gollito"" Estredo_V-10",17,1457
PWA,277,513,Antxon Otaegui,E-169,Otaegui_E-169,17,1457
PWA,277,513,Kevin Pritchard,US-3,Pritchard_US-3,17,1457
PWA,277,513,Aleix Sanllehy,CAT-555,Sanllehy_CAT-555,17,1457
PWA,277,513,Graham Ezzy,USA-1,Ezzy_USA-1,25,1193
PWA,277,513,Boujmaa Guilloul,M-3,Guilloul_M-3,25,1193
PWA,277,513,Jamie Hancock,K-218,Hancock_K-218,25,1193
PWA,277,513,Kai Lenny,US-1112,Lenny_US-1112,25,1193
PWA,277,513,Josep Pons,E-203,Pons_E-203,25,1193
PWA,277,513,Omar Sanchez,E-33,Sanchez_E-33,25,1193
PWA,277,513,Yann Sorlut,F-60,Sorlut_F-60,25,1193
PWA,277,513,Jaeger Stone,KA-120,Stone_KA-120,25,1193
PWA,277,513,Wout Burman,BEL-113,Burman_BEL-113,33,0
PWA,277,513,Francisco Casas Garcia,E-80,Casas Garcia_E-80,33,0
PWA,277,513,Everon (Tonky) Frans,NB-7,(Tonky) Frans_NB-7,33,0
PWA,277,513,Phil Horrocks,K-303,Horrocks_K-303,33,0
PWA,277,513,Leon Jamaer,G-208,Jamaer_G-208,33,0
PWA,277,513,Camille Juban,GPE-8,Juban_GPE-8,33,0
PWA,277,513,Florian Jung,G-21,Jung_G-21,33,0
PWA,277,513,Moritz Mauch,G-103,Mauch_G-103,33,0
PWA,277,513,Kevin Mevissen,H-79,Mevissen_H-79,33,0
PWA,277,513,Andreas Olandersson,S-66,Olandersson_S-66,33,0
PWA,277,513,José Romero,E-45,Romero_E-45,33,0
PWA,277,513,Valter Scotto,TF-7,Scotto_TF-7,33,0
PWA,277,513,Alessio Stillrich,E-95,Stillrich_E-95,33,0
PWA,277,513,Martin ten Hoeve,H-999,ten Hoeve_H-999,33,0
PWA,277,513,Jorge Vera García,E-173,Vera García_E-173,33,0
PWA,277,513,Peter Volwater,H-24,Volwater_H-24,33,0
PWA,277,512,Antoine Albeau,F-192,Albeau_F-192,1,2100
PWA,277,512,Finian Maynard,KV-11,Maynard_KV-11,2,2067
PWA,277,512,Björn Dunkerbeck,ESP-11,Dunkerbeck_ESP-11,3,2034
PWA,277,512,Cyril Moussilmani,F-71,Moussilmani_F-71,4,2001
PWA,277,512,Kevin Pritchard,US-3,Pritchard_US-3,5,1968
PWA,277,512,Ross Williams,GBR-83,Williams_GBR-83,6,1935
PWA,277,512,Micah Buzianis,USA-34,Buzianis_USA-34,7,1902
PWA,277,512,Ben Van Der Steen,NED-57,Van Der Steen_NED-57,8,1869
PWA,277,512,Steve Allen,AUS-0,Allen_AUS-0,9,1836
PWA,277,512,Jimmy Diaz,ISV-11,Diaz_ISV-11,10,1803
PWA,277,512,Patrik Diethelm,SUI-20,Diethelm_SUI-20,11,1770
PWA,277,512,Julien Quentel,SXM-421,Quentel_SXM-421,12,1737
PWA,277,512,Pierre Mortefon,F-14,Mortefon_F-14,13,1704
PWA,277,512,Peter Volwater,H-24,Volwater_H-24,14,1671
PWA,277,512,Benoit Moussilmani,F-1,Moussilmani_F-1,15,1638
PWA,277,512,Pascal Toselli,F-916,Toselli_F-916,16,1605
PWA,277,512,Sylvain Moussilmani,F-007,Moussilmani_F-007,17,1572
PWA,277,512,Arnon Dagan,ISR-1,Dagan_ISR-1,18,1539
PWA,277,512,Cedric Bordes,FRA-91,Bordes_FRA-91,19,1506
PWA,277,512,Josh Angulo,CV-1,Angulo_CV-1,20,1473
PWA,277,512,Robby Swift,K-89,Swift_K-89,21,1440
PWA,277,512,Ludovic Jossin,E-12,Jossin_E-12,22,1407
PWA,277,512,Kasper Larsen,DEN-11,Larsen_DEN-11,23,1374
PWA,277,512,Alberto Menegatti,ITA-4,Menegatti_ITA-4,24,1341
PWA,277,512,Gonzalo Costa Hoevel,ARG-3,Costa Hoevel_ARG-3,25,1308
PWA,277,512,Antoine Questel,FRA-99,Questel_FRA-99,26,1275
PWA,277,512,Andrea Rosati,ITA-0,Rosati_ITA-0,27,1242
PWA,277,512,Jesper Orth,AUS-10,Orth_AUS-10,28,1209
PWA,277,512,Enes Yilmazer,TUR-2,Yilmazer_TUR-2,29,1176
PWA,277,512,Dan Ellis,K-52,Ellis_K-52,30,1143
PWA,277,512,Andrea Cucchi,I-1,Cucchi_I-1,31,1110
PWA,277,512,Ertugrul Icingir,TUR-1,Icingir_TUR-1,32,1077
PWA,277,512,Jules Denel,FRA-41,Denel_FRA-41,33,1044
PWA,277,512,Jesper Vesterstrøm,DEN-111,Vesterstrøm_DEN-111,34,1011
PWA,277,512,Tine Slabe,SLO-6,Slabe_SLO-6,35,978
PWA,277,512,Christoph Pressler,AUT-226,Pressler_AUT-226,36,945
PWA,277,512,Kurosh Kiani,D-83,Kiani_D-83,37,912
PWA,277,512,Matteo Iachino,ITA-140,Iachino_ITA-140,38,879
PWA,277,512,Malte Reuscher,GER-777,Reuscher_GER-777,39,846
PWA,277,512,Damien Le Guen,FRA-86,Le Guen_FRA-86,40,813
PWA,277,512,Adriaan van Rijsselberghe,NED-2,van Rijsselberghe_NED-2,41,780
PWA,277,512,Marco Begalli,ITA-415,Begalli_ITA-415,42,747
PWA,277,512,James Dinsmore,GBR-659,Dinsmore_GBR-659,43,714
PWA,277,512,Alexandre Cousin,FRA-752,Cousin_FRA-752,44,681
PWA,277,512,Remzi Kocakiran,TUR-36,Kocakiran_TUR-36,45,648
PWA,277,512,Maxime Gaubert,F-499,Gaubert_F-499,46,615
PWA,277,512,Wilfried Vanherweghe,FRA-163,Vanherweghe_FRA-163,47,582
PWA,277,512,Diony Guadagnino,V-69,Guadagnino_V-69,48,549
PWA,277,512,Max Schanda,AUT-235,Schanda_AUT-235,49,516
PWA,277,512,Markus Bouman,NED-6,Bouman_NED-6,50,483
PWA,277,512,Sean O'Brien,AUS-120,O'Brien_AUS-120,51,450
PWA,277,512,John Benamati,E-313,Benamati_E-313,52,417
PWA,277,512,Patryk Hronowski,POL-739,Hronowski_POL-739,53,384
PWA,277,512,János Torma,HUN-111,Torma_HUN-111,54,351
PWA,277,512,Tomas Malina,CZE-109,Malina_CZE-109,55,318
PWA,277,512,Marco Lang,AUT-66,Lang_AUT-66,56,285
PWA,277,512,Orlando Lavandera,E-65,Lavandera_E-65,57,252
PWA,277,512,Sinan Gerzile,TUR-74,Gerzile_TUR-74,58,213
PWA,277,512,Panta Quevedo,E-28,Quevedo_E-28,59,186
PWA,277,512,Manuel Zugsbratl,AUT-230,Zugsbratl_AUT-230,60,153
PWA,277,512,Emirhan Kolburan,TUR-235,Kolburan_TUR-235,61,120
PWA,277,512,Osman Catirli,TUR-83,Catirli_TUR-83,62,87
PWA,278,523,Steven Van Broeckhoven,B-72,Van Broeckhoven_B-72,1,2100
PWA,278,523,Kiri Thode,NB-61,Thode_NB-61,2,2067
PWA,278,523,Davy Scheffers,H-311,Scheffers_H-311,3,2034
PWA,278,523,"Jose ""Gollito"" Estredo",V-10,"""Gollito"" Estredo_V-10",4,2001
PWA,278,523,Elton (Taty) Frans,NB-9,(Taty) Frans_NB-9,5,1968
PWA,278,523,Philip Soltysiak,CAN-9,Soltysiak_CAN-9,6,1935
PWA,278,523,Everon (Tonky) Frans,NB-7,(Tonky) Frans_NB-7,7,1886
PWA,278,523,Antony Ruenes,F-85,Ruenes_F-85,7,1886
PWA,278,523,Nicolas Akgazciyan,F-400,Akgazciyan_F-400,9,1787
PWA,278,523,Yegor Popretinskiy,RUS-11,Popretinskiy_RUS-11,9,1787
PWA,278,523,Max Rowe,K-20,Rowe_K-20,9,1787
PWA,278,523,Dieter Van der Eyken,B-35,Van der Eyken_B-35,9,1787
PWA,278,523,Edvan Souza,BRA-250,Souza_BRA-250,13,1655
PWA,278,523,Tilo Eber,G-414,Eber_G-414,13,1655
PWA,278,523,Yarden Meir,ISR-91,Meir_ISR-91,13,1655
PWA,278,523,Ian Mouro Lemos,BRA-85,Mouro Lemos_BRA-85,13,1655
PWA,278,523,Andy 'Bubble' Chambers,K-540,'Bubble' Chambers_K-540,17,1457
PWA,278,523,Mattia Fabrizi,ITA-991,Fabrizi_ITA-991,17,1457
PWA,278,523,Julien Mas,FRA-07,Mas_FRA-07,17,1457
PWA,278,523,Bryan Metcalf-Perez,US-505,Metcalf-Perez_US-505,17,1457
PWA,278,523,Deivis Paternina Teran,V-04,Paternina Teran_V-04,17,1457
PWA,278,523,Michael Roßmeier,AUT-256,Roßmeier_AUT-256,17,1457
PWA,278,523,Björn Saragoza,NB-11,Saragoza_NB-11,17,1457
PWA,278,523,Andraž Žan,SLO-49,Žan_SLO-49,17,1457
PWA,278,523,Adrian Beholz,G-888,Beholz_G-888,25,1193
PWA,278,523,Danilo Menezes da Silva,BRA-83,Menezes da Silva_BRA-83,25,1193
PWA,278,523,Remko de Zeeuw,NED-444,de Zeeuw_NED-444,25,1193
PWA,278,523,Manuel Grafenauer,AUT-259,Grafenauer_AUT-259,25,1193
PWA,278,523,Rick Jendrusch,H-120,Jendrusch_H-120,25,1193
PWA,278,523,Christofer Kalk,EST-141,Kalk_EST-141,25,1193
PWA,278,523,Arthur Pollet,F-00,Pollet_F-00,25,1193
PWA,278,523,Adam Sims,K-72,Sims_K-72,25,1193
PWA,278,523,Mauricio Alvarez,AUT-86,Alvarez_AUT-86,33,0
PWA,278,523,Paul Boef,NED-720,Boef_NED-720,33,0
PWA,278,523,Jamie Drummond,K-787,Drummond_K-787,33,0
PWA,278,523,Tom Föda,AUT-29,Föda_AUT-29,33,0
PWA,278,523,Lorenz Forstenlechner,AUT-7,Forstenlechner_AUT-7,33,0
PWA,278,523,Raimondo Gasperini,I-157,Gasperini_I-157,33,0
PWA,278,523,Vladimir Yakovlev,RUS-99,Yakovlev_RUS-99,33,0
PWA,278,523,Luigi Madeddu,SAR-3,Madeddu_SAR-3,33,0
